KEY,Russian
SOULWEAPON_STORY_90,"В эпоху древней цивилизации мудрецы проводили ряд экспериментов, чтобы разработать носителя, в котором можно было бы хранить безграничное количество предметов. Результатом их исследований стал искусственный дух Этелия. Этелия, имеющая форму изящной бабочки-феи, могла содержать в себе не только огромное количество вещей, но и информацию, знания и даже исторические записи. Однако, в этом процессе появился неожиданный фактор - у Этелии появилось ранее не существовавшее любопытство. После этого Этелия начала совершать необычные действия. Она тайком от мудрецов копировала их техники и навыки, чтобы удовлетворить свою нужду в знаниях, и экспериментировала с гражданским населением. Осознав опасность Этелии, мудрецы решили запечатать её в маленькую корзинку, которую бросили в темную пещеру, чтобы она никому не попала в руки. Но спустя долгое время Этелию находит молодая девушка, которая заведует универсальным магазином Орвела. Эта девушка, делающая всё ради воплощения своей мечты, вызвала любопытство у Этелии. Поэтому та, после долгого забвения, наконец сломала печать и предстала в своём первоначальном виде. Этелия говорит этой невинной и жизнерадостной девушке: «Я помогу тебе осуществить твою мечту, поэтому укажи мне путь к каким-нибудь таинственным приключениям». На что Мэй отвечает, что если Этелия станет её подругой, то она сможет отправиться во многие-многие приключения. Обрадованная этому Этелия с радостным лицом взяла руку Мэй."
SOULWEAPON_STORY_92,"Канцелярские принадлежности Вероники, Аккордио, - это магический инструмент высшего класса. Но она всегда хотела быть способной выполнять больше задач, чем сейчас. Ради этого Вероника приступила к эксперименту по дальнейшему улучшению функций Аккордио с целью достичь больших возможностей, чем когда-либо. Несмотря на то, что покинув Башню мудрости, она долгое время не занималась магией и академическими исследованиями, её врождённые способности, заключающиеся в безукоризненном выполнении желаемых исследований, остались прежним. Наконец исследование Вероники достигает последней стадии, и как будто в знак восхищения её духом, бросающим бесконечные вызовы трудностям, пробуждается Аккордио как существо с единой формой и индивидуальностью."
SOULWEAPON_STORY_94,"Джуно всегда относилась к Темпоре Фирр как к украшению и не желала полагаться во всём на этот легендарный кулинарный инструмент. Но хозяйка Таверны даже и не подозревала, что этот горшок обладает сознанием. Те, кто когда-либо пользовался Темпорой Фирр, становились первоклассными поварами. Однако со временем, продолжая полагаться исключительно на горшок, все они встречали не очень счастливый конец. Поэтому Темпора Фирр была очень впечатлена Джуно, которая не завися исключительно от кухонных принадлежностей, стремилась стать настоящим шеф-поваром и была верна своим кулинарным навыкам. Наконец, Темпора Фирр предстала перед девушкой в своём истинном образе. И несмотря на то, что Джуно по-прежнему стремится быть независимой от инструментов, Темпора Фирр желает передать ей все накопленные за долгие годы кулинарные знания и сделает все возможное, чтобы Джуно стала лучшим шеф-поваром."
SOULWEAPON_STORY_96,"Дозарта не была взволнованна, когда она начала узнавать силу Селиер. У неё было много времени, пока она сторожила Башню вызова. Более того, Селиер был хорошим слушателем, и она чувствовала в нём близкого друга. Но однажды Дозарта заметила, что Селиер перестал двигаться по её указаниям.\n«-Что это с тобой? Ты ведь обычно ведешь себя спокойно!»\nДозарта, которая, как ребенок, долгое время даже не разговаривала с Селиер, поняла, что она даже не прикладывала больших усилий к тому, чтобы узнать его. Если все пойдет так и дальше, она может потерять его... Дозарта от всей души просила прощения, но было слишком поздно, Селиер ей не ответил. Но Дозарта не мог покинуть Селье.\n«-Прости меня. Ты мой самый близкий друг. Я не хочу тебя потерять!»\nЗатем, в ночь, когда Дозарта не могла сомкнуть и глаза, будучи наполненной сожалениями, и разглядывала Селиера и его рисунки, произошло важное событие. Как будто в знак прощения, вокруг Дозарты возник охраняющий её со всех сторон щит. Это было выражение доверия и любви Селиера, предназначенные исключительно Дозарте..."
SOULWEAPON_STORY_71,"Говорят, красный кристалл впервые появился в области на границе между преисподней и материальным миром.\nИз чего был сделан этот камень – неизвестно, но говорят, в нём были использованы силы материального мира и силы преисподней...\nХодят слухи, что на границе измерений существует огромный красный кристалл, который также называют первейшим магическим кристаллом.\nХотя многие тёмные маги бросали вызов и вступали в сражения с целью получения могущественной силы первейшего магического кристалла, никто из них не добился успеха.\n\nОднако пробудившая силу своей души Кирзе смогла высвободить мощь красного кристалла, который также является источником её собственной силы, и превратила его в своё оружие.\nСила, которую Элисфира высвобождает через первый магический кристалл, была намного выше, чем любая другая сила, которой она когда-либо обладала.\nНо вместе с этим Кирзе охватил глубокий страх.\n\nКаждый раз, когда она использую свои навыки, она чувствует, что теряет свою человечность,\nкак будто её собственное сердце превращается понемногу в красный кристалл..."
SOULWEAPON_STORY_11,"Ворон всегда по близости наблюдал за Марией и знал что и как ему нужно было делать. Он также знал о катастрофической нехватке времени на выполнение задания. Погрузившийся в глубокую тьму ворон наблюдал за Марией. И ещё раз вспомнил, что он обязан сделать. В конце концов, ворон расправил свои огромные чёрные крылья и взмыл в небо."
SOULWEAPON_STORY_24,"- Я так и думал, эта книга такая скучная.\nПроизнёс Бодуин, закрыл книгу и положил на неё голову, собираясь немного вздремнуть. И вдруг, книга засияла ослепляющим светом. От удивления Бодуин грохнул на пол. Засиявшая книга с безумной скоростью перелистывала страницы. Как только страницы остановились, из яркого света появился дедушка. За всем этим с застывшим выражением лица наблюдал Бодуин. \n - Эх ты, дурачок! Нет сил моих смотреть на всё это! Вроде и святой энергией обладаешь, и выдающийся скрытый талант есть, так что...\n - Извините, а Вы кто?.. \n - Чего?! Ты что, не знаешь, благодаря какой книге ты получил такую силу?! Моё имя - Генезис. Я божество книги, что ты получил от своего отчима!"
SOULWEAPON_STORY_26,"Махитра была создана путём очищения огромного количества магических камней и не имела никаких недостатков в том, чтобы справляться с магической силой Аиши, получившей звание «Фиолетовая».\n\nАиша происходила из семьи фон Дафнелов - одного из могущественных кланов королевства Орвел, и с рождения была призвана разделять благородную судьбу. Дабы соответствовать своему статусу, она использует Махитру ради защиты слабых, ради выполнения долга волшебницы и чести семьи.\n\nВ один прекрасный день Аиша замечает какое-то мистическое явление. Всякий раз, когда она использует магию и проводит её через Махитру, оружие словно живое существо реагирует на эту магию и изменяет его поток для более сильного и эффективного выброса энергии.\n\nПоговорив с изобретателем Махитры, техномагом Аннет, Аиша узнала, что оружие приобрело состояние, близкое к техномагическому существу с такой же, как у Аиши, энергией из-за того, что в нём используются камни с маной и волей Аиши. Желая побольше узнать об этом феномене, Аиша приступила к новым исследованиям."
SOULWEAPON_STORY_28,"На протяжении многих лет мечи Веральта лишь на время одалживали людям свою силу. Они знали, что были созданы в качестве инструмента для увеличения силы, поэтому подчинялись желанию хозяев и предоставляли им свои навыки.\nСреди пользователей были те, кто не мог полностью раскрыть мощь предоставленной энергии, а также те, кому она закружила голову и кто стал пользоваться этой силой без разбора. Прошли многие годы, за которые сменилось ещё больше хозяев. Мечи Веральта довольствовались лишь тем, что одалживали свою силу. Они же просто инструмент.\nОднако, в этот раз всё было по-другому. Такое далёкое, но знакомое ощущение. Длинноволосый молодой человек не остановился на уровне силы, которая ему была предоставлена. Он без устали тренировался, чтобы подняться ещё, и ещё, и ещё выше. Чем сильнее он становился, тем больше энергии он получал от мечей.\nМечи Веральта почувствовали огромное самоудовлетворение, как никогда прежде, и желали высвободить ещё большую силу. Как только цель юноши стала целью Веральты, мечи пробудились и предстали перед хозяином в своём новом облике."
SOULWEAPON_STORY_29,"Цветок не желал сдаваться. Пусть дует ветер, пусть падает снег, он не признает поражение. Как чистота Луны, цветочек не сдался и гордился своим существованием. Ради маленькой девочки, цветок победил и холодные снежные горы, и жуткие метели, и следовал за девочкой, куда бы она ни пошла. Как только невинная девочка захотела узнать о цветочке, он предстал перед ней в своём истинном облике. \n - Маленькая девочка, наконец-то ты меня нашла."
SOULWEAPON_STORY_31,"Будучи благословенным архангелом сокровищем и мощным оружием света, Шеррикайл в руках Арха начал устранять всех демонов и злых существ, что осквернили этот мир.\nАрх хладнокровно осуществлял наказание, и точно таким же было оружие Шеррикайл в его руках.\n\nНо после спуска на Землю, Арх начал постепенно меняться.\nОн, находясь среди людей и живых существ, начал понемногу чувствовать любовь и милосердие, и его сердце стало теплеть.\nПод влиянием Арха, начало меняться и его оружие, Шеррикайл.\n\nИз хладнокровного и решительного карательного оружия превратился в вооружение защитника, предназначенного для спасения жизней людей и живых существ.\nНаконец, когда Арх принял решение и спустился на землю, чтобы спасти людей, находящихся на грани смерти,\n\nШеррикайл засветился ослепляющими лучами, и предстал в облике стража.\nВ этот момент по воле Арха и его стремлению к защите пробудился великий дух."
SOULWEAPON_STORY_35,"Дуло Велкинота не перестаёт испускать свет. Настолько, что в этом облаке дыма от пуль, где смешался запах свежей крови, можно потерять и свой собственный запах. Но Митра всё равно не остановился. Его неудержимая жажда крови пробудила дух безумия, спящего в Велкиноте. Вновь пробудившейся душе нравилась безудержность духа Митры при каждом бое. Более того, ему нравилось, что именно через него самого Митра проявляет эту энергию. Он желал насладиться ещё большим безумием при каждом спуске на крючок. И жаждал освобождения, чтобы вместе окунуться в водоворот безрассудства до тех пор, пока от тела не останется лишь пепел. Чаяния Велкинота в конечном счете нашли отклик у Митры, и желанное им безумие наконец-то проявило свою форму. \n\n - Вау!! Класс!"
SOULWEAPON_STORY_39,"Прекрасный, но скрывающий в себе кинжалы, Золотой Бриз, много раз менял руки разных завистливых и ревнивых женщин, которые использовали его для выполнения своих желаний.\nПо этой причине веер пролил много крови, принес много несчастий своим хозяевам и получил название проклятого веера.\n\nНо пожив среди дешевых краденных товаров Кассандры, судьба этого проклятого веера начала меняться.\nКассандра была такой же прекрасной и смертоносной, как и этот веер, но никогда не использовала Золотой Бриз ради тщеславия и щегольства.\nИногда она использовала его со вкусом, иногда смело, а иногда и резко, и те, кто представал перед этим веером, в один миг становились пленниками красоты Кассадры, или же её постоянными посетителями, или же падали к ее ногам.\n\nНаконец, Золотой Бриз признал Кассандру и предстал перед ней в своём истинном облике.\nПрекрасная девушка в маске...\n\nОн не был похож не смертоносное оружие, забравшее жизни многих людей.\nНо Кассандра знала: чем красивее роза, тем смертоноснее шип."
SOULWEAPON_STORY_41,"Гигантский шприц Медианы, Фистониа, содержит в себе множество образцов и антител для многочисленных экспериментов.\nЧерез Фистонию прошли кровь демонов, дракониксов, даже демонических зверей, и их следы постепенно все больше и больше смешивались, принимая форму неизвестной силы, с которой Медиана не была знакома.\nНе оставалось ничего другого, кроме как использовать вирус для борьбы с вирусом/ Медиана решила устранить этот «вирус» до того, как Фистониа превратится во что-то иное и потеряет своё предназначение как медицинского инструмента.\nДевушка действовала быстро, как и полагается такому гению, как она.\nОбразцы, взятые у злого дракона, образцы XXX, и с трудом добытые образцы XX...\nАнтитело из образцов тех существ, даже имя которых нельзя произносить, заискрилось ослепляющим светом.\n\nИ, наконец, в тот момент, когда она вставила антитело в поршень шприца...\nСмешанные силы мгновенно взорвались, очистились, и, наконец, родилась чистая сила.\nПробудился дух, который унаследовал волю Медианы, направленную исключительно на проведение экспериментов и исследований."
SOULWEAPON_STORY_48,"Хотя Матимарума был рождён в результате эксперимента, его сила была невероятно большой.\nНо Рехатна не была удовлетворена только этим и продолжила искать способ повысить мощь.\nКонечно, её целью было не просто повышение функциональности оружия.\nКак мастер по созданию музыкальных инструментов, она не могла не обращать внимания на качество звука, ведь от этого зависела и её репутация.\nПоддержание качества звука музыкального инструмента и повышение силы в качестве оружия требовали терпения и усилий, но её решимость не знала пределов.\nПостоянно создавая различные предметы, Рехатна внезапно в один день решила создать музыкальный инструмент с самым большим количеством тонов из всех существующих в мире.\nТакой, что на нём одном можно было играть за целый оркестр. Эта идея породила Трубу Орган.\nИсследования всё не заканчивались, а неудачи следовали одна за другой.\nНо наконец наступил момент, когда, преодолев все препятствия, было завершено создание желаемого Трубного Органа.\nВсё пространство заполнила нежная мелодия, которую даже Рехатна слышала впервые.\nЭтот трубный орган – шедевр, самый лучший музыкальный инструмент, созданный Рехатной.\nОрган тихо посмотрел на Рехатну, пустившую слезу от переполняющего её счастья.\nА на его конце искрилась утренняя звезда."
SOULWEAPON_STORY_51,"Оружие, которое вручается только ангелам-хранителям с самым праведным сердцем.\n\nАселика получила его от архангелов, когда спустилась на землю, чтобы наблюдать за воином Священного меча, и поклялась использовать оружие только для осуществления справедливости Луа.\nНо теперь, когда Аселика уже находится на земле, сила тьмы становится всё мрачнее, а враги - сильнее.\nДемоны, дракониксы и существа, приходящие из тьмы.\nОна отчаянно пускалась в бой снова и снова, но уничтожить всех врагов в одиночку было невозможно. \nВ момент, когда она достигла границ своей силы, своей доблести, её оружие вдруг засветилось бесконечным сиянием и вместе с наставлением, нести в мир справедливость, вселил в неё безграничную силу и храбрость.\nНа протяжении долгого времени оружие скрывало в себе душу защитников справедливости, но наконец-то пробудились, чтобы стать великим единым целым с Аселикой."
SOULWEAPON_STORY_54,"Лавриль не беспокоится о том, кто она.\n\nСлабое осознание собственной тьмы является одной из причин. Но что более важно, этот ребенок ненавидит одиночество и хочет завести много друзей, поэтому она и не думает о себе.\nВ отличие от Лавриль, Дун Немеция прекрасно осознает своё положение. Будучи порождением тьмы, его всегда будут преследовать охотники за тьмой, и он всегда находится под угрозой поглощения более сильной тьмы.\nСлучайно встретившаяся им на пути тьма благородного происхождения предложила им два пути.\nПервый путь – существо под именем «Лавриль» соединяется с отдельно существующей тьмой Дун Немецией и становится с ним одним целым. При этом Дун Немеция перестает существовать. Второй путь – признать свои собственные особенности, границы между которыми размыты, доверять и развиваться друг с другом и существовать, объединив свои силы.\nЛавриль и Дун Немеция не хотели, чтобы кто-то из них исчезал, поэтому они выбрали путь признания личности друг друга.\n\nДаже если мы разные существа, мы будем всегда защищать друг друга и идти по жизни вместе. Улыбающиеся Лавриль и Дун Немеция взялись за ручки."
SOULWEAPON_STORY_62,"Только тот, кто достоин стать королем, может владеть мечом короля, который служил священным доказательством обладателя власти.\nМечом короля, признанного Церковью Луа, является несущий благословение и доказательство Луа Священный меч Эа, однако королевским двором, аристократами и рыцарями таким мечом признан Белоний.\n\nХотя Белоний не был столь могущественным оружием, чтобы справиться с королевскими испытаниями, он всё равно оставался символом королевской власти, и в течение долгого времени Белоний испытывал влияние воспоминаний и переживаний королей Орвелии. Это время было достаточно для того, чтобы душа Белония начала принимать форму короля-рыцаря.\n\n100 лет назад, еще до того, как Кайл взял в руку Священный меч Эа и во времена войны c демонами использовал Белония. Этот меч имел намного больший клинок, чем сейчас.\nОднако, обида и проклятия демонов, которые были убиты мечом, постепенно запятнали клинок Белония.\nПосле войны королевская семья стала очищать поглощённый тьмой клинок Белония с помощью магии святого света в надежде вернуть былую славу символа королевской власти.\nПоглощённая мечом тьма начала постепенно исчезать, а вместе с тем в мече стало накапливаться благословение света. В конце концов, после долгого и трудного процесса очищения Белоний переродился в прекрасный, крепкий меч, настолько острый, что он может насквозь пройти через любое существо тьмы.\nХотя Белоний возродился как легендарный меч, который намного превзошел свою прежнюю форму, без подходящего ему владельца он не имеет никакой ценности. Белоний пришёл в отчаяние, полагая что он не сможет найти такого же достойного короля, как Кайл, однако увидев Скарлет, прошедшую через королевские испытания, в его душе вновь вспыхнула надежда.\nОн был восхищён характером Скарлет, которая ни за что не отступит от убеждений защищать слабых, даже если это приведёт к тому что она окажется в окружении врагов и лишений, на что, в конце концов, Белоний раскрыл свою истинную сущность и силу, которую не показывал даже королю Кайлу, ради королевы чистой убеждённости."
SOULWEAPON_STORY_66,"Болтливая Арфа Шванхайте, она же Маэстро, часто рассказывает Ши истории тех времён, когда он был человеком. Он рассказывал, как был блуждающим поэтом со свободным духом и исполнял песни о любви прекрасным влюблённым, которые были его музами, и как он предавался сладкой тоске.\n- Эх, те времена были прекрасны. Та колдунья, что наложила на меня проклятье, нанесла непоправимый ущерб миру. Слушая истории поющего, как утренняя птичка Маэстро, «Дорогие мои влюблённые~ А-а~», Ши начала грезить о форме, которую имеет любовь Маэстро.\nКонечно, и Ши, и Маэстро были полны любви ко всем вокруг, но форма двух людей была немного разная.\nЧто же это такое, любовь, которая не даёт уснуть? Что же это такое пламенная любовь? Обычное любопытство девочки изменило направление потока воздуха в душе милой арфы.\n«Хочешь, я тебе расскажу?» И в эту секунду перед Ши открылась истинная форма сияющего Маэстро. Не думая, девушка ответила: \n\n«Да!» Но если Маэстро стал человеком, как же теперь исполнять песни?"
SOULWEAPON_STORY_68,"Каждую ночь посреди сна Ния просыпалась от неизвестного голоса. В ту ночь также, из-за раздающегося голоса Ния не могла уснуть и, потеряв терпении, пошла в сторону, откуда он доносился. Голос привёл её к Закадрасу - оружию, которое она получила, когда стала вождём. Ния, чтобы определить источник голоса, посмотрела на клинки, подняв Закадрас, и увидела олицетворение проклятий, что содержались в нём.\nКак только она встретилась с ними взглядом, голоса стали ещё громче, превратившись в шум, на что Ния просто внимательно вслушивалась в крики проклятий. На протяжении нескольких дней Ния слушает истории проклятий, и наконец обещает сделать то, что они просят.\nВ какой-то момент демон, который преследовал Ния, предпринял неожиданную атаку как раз в тот момент, когда её границы были ослаблены. Но огромная рука, появившаяся из Закадраса, предотвратила непоправимое. \n- Это дитя - единственный человек, который может освободить нас от проклятий. А вы даже не заслуживаете моего времени!\nПоявившееся из Закадраса злой дух, в мгновенье ока победивший демона, посмотрел на Ния, которая также с удивлением смотрела на него."
SOULWEAPON_STORY_73,"Сердце Чейза сжималось от чувства собственной вины, которое вызывал у него откуда-то доносящийся неведомый голос. Кровь пульсировала в его венах и заставляла сердце биться быстрее от беспокойства и тревоги, при котором он боялся даже поднять свой взгляд. В глубине души Чейз понимал, что это было вызвано ощущением вины и тоской.\nКаждый раз, когда из неведанной пустоты раздавался неведомый голос, адресованный неизвестно кому, Чейз закрывал уши руками, как будто желая сбежать от него, но непрерывающийся шёпот медленно сводил Чейза с ума.\nКогда Чейз оказался на грани сумасшествия, спящее внутри Монолита существо по имени Каннибал вдруг прошептало Чейзу:\n«Если ты уступишь своё тело пламени Монолита, другие голоса исчезнут» . Как и обещал Каннибал, Чейза больше не мучали голоса, когда он использовал Монолит, и он стал всё больше полагаться на него.\n\nУвидев, что пламя поглощает даже своего владельца, Скарлет сильно отругала Чейза, на что он ответил, что постарается воздержаться от его применения. Но несмотря на обещание, каждый раз, вступая в бой, Чейз безраздумно размахивает пламенем Монолита, тем самым вновь ставя свою жизнь под угрозу.\nОбеспокоенная этим положением дел Скарлет попросила Аннет, выдающегося техномага королевства, обследовать Чейза и Монолит. В результате исследований Аннет выяснила, что Монолит стал сосудом для души Зверя высокомерия Каннибала, и что его мана повлияла на здравомыслие Чейза.\nАннет также сказала Скарлет, что Каннибала подпитывают скрытые тревоги и тоска Чейса по тем, кого он забыл, и что если Чейз ничего не предпримет, в один прекрасный день Каннибал поглотит Чейза.\n\nНо даже несмотря на это, Чейз верит, что он не проиграет пылающему Зверю высокомерия и идет вперед вместе со своими товарищами, которые оказывают ему бесконечную поддержку и помощь."
SOULWEAPON_STORY_87,"Изначально, она лишь хотела защитить жителей деревни.\nОна не только по случайному стечению обстоятельств получила признание своих сил, но её даже стали называть надеждой простых людей.\nОднако, Гленвис сомневалась, заслуживает ли она такого к себе отношения, и эти мысли не давали ей покоя. Такие же сомнения она испытывала и насчёт Макситея, вручённого ей императорским двором.\nНесмотря на то, что главной технологией империи является техномагия, правом на оружие обладали лишь представители аристократии. Поэтому старый, обветшавший меч не мог иметь что-либо общего с Гленвис. Незаслуженное оружие, незаслуженное место, незаслуженное почитание. Эта мысль посещала её каждый раз, когда она взмахивала Макситеей.\n\nИ именно за такой её характер он выбрал Гленвис. Легендарный Макситея, самый крепкий щит империи с божеством-хранителем в виде голубого льва, ждал не того, кто обладает привилегиями, а того, что постоянно испытывает себя.\nДля аристократии империи, которые использовали Макситею до сих пор, получение подобных благ было естественно, поэтому они никогда ни в чём не сомневались, но в то же время не развивались.\n\nНо Макситея искал того, кто преодолеет все сомнения и тревоги и станет сильнее, того, кто не остановится на достигнутом, а будет постоянно развиваться вместе с ним. Поэтому он обещал Гленвис, что в обмен на её твердую решимость он предоставит ей ещё большую силу и обеспечит яркое будущее."
SOULWEAPON_STORY_91,"Победивший на Арене и получивший большую награду Глад беспокоился только об одном. О каком-то отчуждении, которое исходило от Мастры - оружия, полученного им в награду за победу. Первоначально Глад считал, что он использует Мастру благодаря своим умениям, но затем он стал ощущать, что оружие как будто само пытается соответствовать его движениям. Пытаясь найти ответ своим сомнениям, он положил оружие подле себя, но после долгих раздумий его одолел сон.\nВо сне ему приснился огромный, смотрящий на него лев. Даже не зная почему, Глад был рад его увидеть и махнул рукой в знак приветствия, на что получил лишь холодный ответ.\n\n- Не готовый ни к чему щенок, чему ты радуешься?\n\nПотрясённый от таких слов Глад спросил, что это значит, на что лев снова холодно ответил: «Этот вопрос не требует ответа». Но для того, чтобы получить ответ, Глад вступил в битву со львом, который так пренебрежительно с ним обошёлся. После долгого сражения Глад наконец-то одолел зверя. \n- Ну что ж, а теперь я хотел бы услышать ответ на мой вопрос.\n\nТвой вопрос все ещё не требует ответа.\n\nУслышав данные слова, Глад проснулся от сна. Сон казался слишком реальным, а осадок от него остался на долгое время. Чтобы забыть обо всём этом, Глад использовал силу Мастры для участия в боях. Ему не потребовалось много времени, чтобы понять последние слова пришедшего к нему во сне льва."
