KEY,Spanish
ITEM_STORY_81110,Aretes fabricados con las escamas y los dientes de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_81113,Aretes fabricados con las escamas y los dientes de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_81116,Aretes fabricados con las escamas y los dientes de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_81424,Aretes fabricados con las escamas y los dientes de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_81106,Aretes fabricados con las escamas y los dientes de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_81109,Aretes fabricados con las escamas y los dientes de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_81112,Aretes fabricados con las escamas y los dientes de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_81115,Aretes fabricados con las escamas y los dientes de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_81425,Aretes fabricados con las escamas y los dientes de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_81105,Aretes fabricados con las escamas y los dientes de Temeraire y la lava ardiente de Dragia. Parecen capaces de incendiar el mundo entero.
ITEM_STORY_81108,Aretes fabricados con las escamas y los dientes de Temeraire y la lava ardiente de Dragia. Parecen capaces de incendiar el mundo entero.
ITEM_STORY_81111,Aretes fabricados con las escamas y los dientes de Temeraire y la lava ardiente de Dragia. Parecen capaces de incendiar el mundo entero.
ITEM_STORY_81114,Aretes fabricados con las escamas y los dientes de Temeraire y la lava ardiente de Dragia. Parecen capaces de incendiar el mundo entero.
ITEM_STORY_81423,Aretes fabricados con las escamas y los dientes de Temeraire y la lava ardiente de Dragia. Parecen capaces de incendiar el mundo entero.
ITEM_STORY_82101,"Un colgante fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_82102,"Un colgante fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_82103,"Un colgante fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_82104,"Un colgante fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_82426,"Un colgante fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_82107,Un colgante fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_82110,Un colgante fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_82113,Un colgante fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_82116,Un colgante fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_82424,Un colgante fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_82106,Un colgante fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_82109,Un colgante fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_82112,Un colgante fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_82115,Un colgante fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_82425,Un colgante fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_82105,Un colgante fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_82108,Un colgante fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_82111,Un colgante fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_82114,Un colgante fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_82423,Un colgante fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_83101,"Un brazalete fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_83102,"Un brazalete fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_83103,"Un brazalete fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_83104,"Un brazalete fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_83426,"Un brazalete fabricado con los huesos de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de él."
ITEM_STORY_83107,Un brazalete fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_83110,Un brazalete fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_83113,Un brazalete fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_83116,Un brazalete fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_83424,Un brazalete fabricado con los huesos de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_83106,Un brazalete fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_83109,Un brazalete fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_83112,Un brazalete fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_83115,Un brazalete fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_83425,Un brazalete fabricado con los huesos de Zyrrkinoth derretidos con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_83105,Un brazalete fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_83108,Un brazalete fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_83111,Un brazalete fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_83114,Un brazalete fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_83423,Un brazalete fabricado con los huesos de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_140105,"Una joya con el centro fabricado con el corazón de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de ella."
ITEM_STORY_140108,"Una joya con el centro fabricado con el corazón de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de ella."
ITEM_STORY_140111,"Una joya con el centro fabricado con el corazón de Armarta, que lleva el negro característico de Ashen Nox. La oscuridad fluye sin límites de ella."
ITEM_STORY_140104,Una joya con el centro fabricado con el corazón de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_140107,Una joya con el centro fabricado con el corazón de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_140109,Una joya con el centro fabricado con el corazón de Escalaxia y la nieve perpetua de Turandana. Su frialdad perfora la carne y penetra hasta el hueso.
ITEM_STORY_140101,Una joya con el centro fabricado con el corazón de Zyrrkinoth derretido con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_140102,Una joya con el centro fabricado con el corazón de Zyrrkinoth derretido con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_140110,Una joya con el centro fabricado con el corazón de Zyrrkinoth derretido con el veneno de Grimvine. Su aura venenosa parece capaz de pudrir y descomponer lo que sea.
ITEM_STORY_140103,Una joya con el centro fabricado con el corazón de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_140106,Una joya con el centro fabricado con el corazón de Temeraire y la lava ardiente de Dragia. Parece capaz de incendiar el mundo entero.
ITEM_STORY_50401,Una lanza utilizada por cazadores experimentados.
ITEM_STORY_50407,Una lanza utilizada por cazadores experimentados.
ITEM_STORY_50416,Una lanza utilizada por cazadores experimentados.
ITEM_STORY_50402,Una lanza mágica imbuida del poder de los elementalistas.
ITEM_STORY_50408,Una lanza mágica imbuida del poder de los elementalistas.
ITEM_STORY_50417,Una lanza mágica imbuida del poder de los elementalistas.
ITEM_STORY_50403,Una lanza que utilizaban los caballeros en las guerras de antaño.
ITEM_STORY_50409,Una lanza que utilizaban los caballeros en las guerras de antaño.
ITEM_STORY_50418,Una lanza que utilizaban los caballeros en las guerras de antaño.
ITEM_STORY_50404,Una lanza larga que solían empuñar los invasores en las guerras pasadas.
ITEM_STORY_50410,Una lanza larga que solían empuñar los invasores en las guerras pasadas.
ITEM_STORY_50419,Una lanza larga que solían empuñar los invasores en las guerras pasadas.
ITEM_STORY_50405,Una lanza guardiana encantada con el hechizo mágico de luz de luna de los elfos oscuros.
ITEM_STORY_50411,Una lanza guardiana encantada con el hechizo mágico de luz de luna de los elfos oscuros.
ITEM_STORY_50420,Una lanza guardiana encantada con el hechizo mágico de luz de luna de los elfos oscuros.
ITEM_STORY_50406,Una lanza fabricada con la cola y el exoesqueleto de un escorpión gigante.
ITEM_STORY_50421,Una lanza fabricada con la cola y el exoesqueleto de un escorpión gigante.
ITEM_STORY_50422,Una lanza diseñada especialmente por los bárbaros de la tribu Lobo de Escarcha.
ITEM_STORY_51401,Una espada magnífica de un capitán mercenario.
ITEM_STORY_51407,Una espada magnífica de un capitán mercenario.
ITEM_STORY_51416,Una espada magnífica de un capitán mercenario.
ITEM_STORY_51402,Una espada bendecida por los elementales.
ITEM_STORY_51408,Una espada bendecida por los elementales.
ITEM_STORY_51417,Una espada bendecida por los elementales.
ITEM_STORY_51403,Un mandoble imbuido de un viento de prosperidad.
ITEM_STORY_51409,Un mandoble imbuido de un viento de prosperidad.
ITEM_STORY_51418,Un mandoble imbuido de un viento de prosperidad.
ITEM_STORY_51404,Un mandoble que emite alaridos de la muerte.
ITEM_STORY_51410,Un mandoble que emite alaridos de la muerte.
ITEM_STORY_51419,Un mandoble que emite alaridos de la muerte.
ITEM_STORY_51405,Una espada larga con una sofisticada joya incrustada cuyo nombre es «Ojo de Bestia».
ITEM_STORY_51411,Una espada larga con una sofisticada joya incrustada cuyo nombre es «Ojo de Bestia».
ITEM_STORY_51420,Una espada larga con una sofisticada joya incrustada cuyo nombre es «Ojo de Bestia».
ITEM_STORY_51406,Un mandoble con la forma de una melena de león.
ITEM_STORY_51421,Un mandoble con la forma de una melena de león.
ITEM_STORY_51422,Una espada fabricada con hielo transparente que jamás se derrite.
ITEM_STORY_52401,Un par de espadas largas gemelas fabricadas con acero refinado color plata.
ITEM_STORY_52407,Un par de espadas largas gemelas fabricadas con acero refinado color plata.
ITEM_STORY_52416,Un par de espadas largas gemelas fabricadas con acero refinado color plata.
ITEM_STORY_52402,Una daga fabricada con materiales tan livianos como una pluma.
ITEM_STORY_52408,Una daga fabricada con materiales tan livianos como una pluma.
ITEM_STORY_52417,Una daga fabricada con materiales tan livianos como una pluma.
ITEM_STORY_52403,Una daga que se otorga a los centinelas que prestaron un servicio excepcional en el campo de batalla.
ITEM_STORY_52409,Una daga que se otorga a los centinelas que prestaron un servicio excepcional en el campo de batalla.
ITEM_STORY_52418,Una daga que se otorga a los centinelas que prestaron un servicio excepcional en el campo de batalla.
ITEM_STORY_52404,Una daga negra que parece ser venenosa.
ITEM_STORY_52410,Una daga negra que parece ser venenosa.
ITEM_STORY_52419,Una daga negra que parece ser venenosa.
ITEM_STORY_52405,Un par de espadas hermanas que simbolizan el sol y la luna.
ITEM_STORY_52411,Un par de espadas hermanas que simbolizan el sol y la luna.
ITEM_STORY_52420,Un par de espadas hermanas que simbolizan el sol y la luna.
ITEM_STORY_52406,Un par de espadas largas gemelas con forma de víboras malignas.
ITEM_STORY_52421,Un par de espadas largas gemelas con forma de víboras malignas.
ITEM_STORY_52422,Una daga congelada tallada de un hielo que jamás se derrite.
ITEM_STORY_53401,Una ballesta superior que es útil para cazar.
ITEM_STORY_53407,Una ballesta superior que es útil para cazar.
ITEM_STORY_53416,Una ballesta superior que es útil para cazar.
ITEM_STORY_53402,Una ballesta diseñada para cazar bestias de gran tamaño.
ITEM_STORY_53408,Una ballesta diseñada para cazar bestias de gran tamaño.
ITEM_STORY_53417,Una ballesta diseñada para cazar bestias de gran tamaño.
ITEM_STORY_53403,Una ballesta mística imbuida de las canciones de los poetas.
ITEM_STORY_53409,Una ballesta mística imbuida de las canciones de los poetas.
ITEM_STORY_53418,Una ballesta mística imbuida de las canciones de los poetas.
ITEM_STORY_53404,Una ballesta que dispara flechas imbuidas de la maldición de los cuervos.
ITEM_STORY_53410,Una ballesta que dispara flechas imbuidas de la maldición de los cuervos.
ITEM_STORY_53419,Una ballesta que dispara flechas imbuidas de la maldición de los cuervos.
ITEM_STORY_53405,Un arco que canta la canción de la luz de luna a medida que sus flechas atraviesan a sus objetivos.
ITEM_STORY_53411,Un arco que canta la canción de la luz de luna a medida que sus flechas atraviesan a sus objetivos.
ITEM_STORY_53420,Un arco que canta la canción de la luz de luna a medida que sus flechas atraviesan a sus objetivos.
ITEM_STORY_53406,Una ballesta de calidad fabricada con forma de águila.
ITEM_STORY_53421,Una ballesta de calidad fabricada con forma de águila.
ITEM_STORY_53422,Un arco que lanza flechas heladas capaces de congelar almas.
ITEM_STORY_54401,Un cañón modificado rústicamente por los goblins.
ITEM_STORY_54407,Un cañón modificado rústicamente por los goblins.
ITEM_STORY_54416,Un cañón modificado rústicamente por los goblins.
ITEM_STORY_54402,Un rifle con atractivos adornos.
ITEM_STORY_54408,Un rifle con atractivos adornos.
ITEM_STORY_54417,Un rifle con atractivos adornos.
ITEM_STORY_54403,Un arma utilizada en la última guerra contra los demonios.
ITEM_STORY_54409,Un arma utilizada en la última guerra contra los demonios.
ITEM_STORY_54418,Un arma utilizada en la última guerra contra los demonios.
ITEM_STORY_54404,Un arma de fuego con el sello de un demonio enfurecido.
ITEM_STORY_54410,Un arma de fuego con el sello de un demonio enfurecido.
ITEM_STORY_54419,Un arma de fuego con el sello de un demonio enfurecido.
ITEM_STORY_54405,Un rifle que fabricaron los demonios usando la tecnología que adquirieron después de la guerra.
ITEM_STORY_54411,Un rifle que fabricaron los demonios usando la tecnología que adquirieron después de la guerra.
ITEM_STORY_54420,Un rifle que fabricaron los demonios usando la tecnología que adquirieron después de la guerra.
ITEM_STORY_54406,Un cañón con una potencia de fuego impresionante debido a la mezcla entre pólvora y una sustancia que produce el zorro del desierto.
ITEM_STORY_54421,Un cañón con una potencia de fuego impresionante debido a la mezcla entre pólvora y una sustancia que produce el zorro del desierto.
ITEM_STORY_54422,Un arma extravagante fabricada con los huesos de un dragón de hielo.
ITEM_STORY_55401,Un bastón fabricado con poderosas piedras de Mana.
ITEM_STORY_55407,Un bastón fabricado con poderosas piedras de Mana.
ITEM_STORY_55416,Un bastón fabricado con poderosas piedras de Mana.
ITEM_STORY_55402,Una varita mágica que se entrega a los aprendices de mago.
ITEM_STORY_55408,Una varita mágica que se entrega a los aprendices de mago.
ITEM_STORY_55417,Una varita mágica que se entrega a los aprendices de mago.
ITEM_STORY_55403,Una varita mágica imbuida del poder místico de los chamanes.
ITEM_STORY_55409,Una varita mágica imbuida del poder místico de los chamanes.
ITEM_STORY_55418,Una varita mágica imbuida del poder místico de los chamanes.
ITEM_STORY_55404,Un bastón de luz bendecido por la Iglesia de Lua.
ITEM_STORY_55410,Un bastón de luz bendecido por la Iglesia de Lua.
ITEM_STORY_55419,Un bastón de luz bendecido por la Iglesia de Lua.
ITEM_STORY_55405,Un bastón de magia de luz de luna optimizado para los elfos oscuros.
ITEM_STORY_55411,Un bastón de magia de luz de luna optimizado para los elfos oscuros.
ITEM_STORY_55420,Un bastón de magia de luz de luna optimizado para los elfos oscuros.
ITEM_STORY_55406,Un bastón utilizado en una civilización antigua.
ITEM_STORY_55421,Un bastón utilizado en una civilización antigua.
ITEM_STORY_55422,Un potente bastón especializado para la magia de hielo.
ITEM_STORY_60401,Armadura fabricada con escamas filosas.
ITEM_STORY_60407,Armadura fabricada con escamas filosas.
ITEM_STORY_60416,Armadura fabricada con escamas filosas.
ITEM_STORY_60402,Una armadura de cota de malla imbuida de un espíritu resuelto.
ITEM_STORY_60408,Una armadura de cota de malla imbuida de un espíritu resuelto.
ITEM_STORY_60417,Una armadura de cota de malla imbuida de un espíritu resuelto.
ITEM_STORY_60403,Una armadura de escamas que solo pueden usar los líderes orcos.
ITEM_STORY_60409,Una armadura de escamas que solo pueden usar los líderes orcos.
ITEM_STORY_60418,Una armadura de escamas que solo pueden usar los líderes orcos.
ITEM_STORY_60404,La armadura del caballero resucitado que había muerto en la Guerra de Demonios.
ITEM_STORY_60410,La armadura del caballero resucitado que había muerto en la Guerra de Demonios.
ITEM_STORY_60419,La armadura del caballero resucitado que había muerto en la Guerra de Demonios.
ITEM_STORY_60405,Armadura con el dibujo de una luna azul en cuarto creciente.
ITEM_STORY_60411,Armadura con el dibujo de una luna azul en cuarto creciente.
ITEM_STORY_60420,Armadura con el dibujo de una luna azul en cuarto creciente.
ITEM_STORY_60406,"Una armadura legendaria que, según la leyenda, la usó el antiguo rey dios."
ITEM_STORY_60421,"Una armadura legendaria que, según la leyenda, la usó el antiguo rey dios."
ITEM_STORY_60422,Armadura encantada con un hechizo de tormenta de nieve.
ITEM_STORY_61401,Una chaqueta especial de goblin fabricada con pólvora negra.
ITEM_STORY_61407,Una chaqueta especial de goblin fabricada con pólvora negra.
ITEM_STORY_61416,Una chaqueta especial de goblin fabricada con pólvora negra.
ITEM_STORY_61402,Un abrigo ligero que pareciera permitir que quien lo use camine sobre el viento.
ITEM_STORY_61408,Un abrigo ligero que pareciera permitir que quien lo use camine sobre el viento.
ITEM_STORY_61417,Un abrigo ligero que pareciera permitir que quien lo use camine sobre el viento.
ITEM_STORY_61403,Armadura fabricada con la piel de un lobo gris.
ITEM_STORY_61409,Armadura fabricada con la piel de un lobo gris.
ITEM_STORY_61418,Armadura fabricada con la piel de un lobo gris.
ITEM_STORY_61404,Un chaleco gris con una vaina que usan los esqueletos guerreros.
ITEM_STORY_61410,Un chaleco gris con una vaina que usan los esqueletos guerreros.
ITEM_STORY_61419,Un chaleco gris con una vaina que usan los esqueletos guerreros.
ITEM_STORY_61405,Una chaqueta sagrada bendecida con la luz de luna.
ITEM_STORY_61411,Una chaqueta sagrada bendecida con la luz de luna.
ITEM_STORY_61420,Una chaqueta sagrada bendecida con la luz de luna.
ITEM_STORY_61406,Una capucha firme que no se vuela con el viento desértico.
ITEM_STORY_61421,Una capucha firme que no se vuela con el viento desértico.
ITEM_STORY_61422,Una chaqueta imbuida de los espíritus vengativos de aquellos guerreros que murieron congelados en las montañas nevadas.
ITEM_STORY_62401,Un manto que podría utilizarse para rituales religiosos.
ITEM_STORY_62407,Un manto que podría utilizarse para rituales religiosos.
ITEM_STORY_62416,Un manto que podría utilizarse para rituales religiosos.
ITEM_STORY_62402,Una camisa abrigada fabricada con plumas de arpía.
ITEM_STORY_62408,Una camisa abrigada fabricada con plumas de arpía.
ITEM_STORY_62417,Una camisa abrigada fabricada con plumas de arpía.
ITEM_STORY_62403,Un abrigo que suelen usar los miembros de la tribu Skywind.
ITEM_STORY_62409,Un abrigo que suelen usar los miembros de la tribu Skywind.
ITEM_STORY_62418,Un abrigo que suelen usar los miembros de la tribu Skywind.
ITEM_STORY_62404,Un manto incómodo tejido con un arbusto espinoso.
ITEM_STORY_62410,Un manto incómodo tejido con un arbusto espinoso.
ITEM_STORY_62419,Un manto incómodo tejido con un arbusto espinoso.
ITEM_STORY_62405,Un traje ritual que utilizan los altos clérigos de Lua.
ITEM_STORY_62411,Un traje ritual que utilizan los altos clérigos de Lua.
ITEM_STORY_62420,Un traje ritual que utilizan los altos clérigos de Lua.
ITEM_STORY_62406,Un manto que solían usar los chamanes al servicio del antiguo rey dios.
ITEM_STORY_62421,Un manto que solían usar los chamanes al servicio del antiguo rey dios.
ITEM_STORY_62422,Un manto bordado con hermosas flores de nieve.
ITEM_STORY_70401,Un par de avambrazos resistentes acero.
ITEM_STORY_70407,Un par de avambrazos resistentes acero.
ITEM_STORY_70416,Un par de avambrazos resistentes acero.
ITEM_STORY_70402,Un casco utilizado por las guerreras arpías.
ITEM_STORY_70408,Un casco utilizado por las guerreras arpías.
ITEM_STORY_70417,Un casco utilizado por las guerreras arpías.
ITEM_STORY_70403,Un escudo con la runa de la vida incorporada.
ITEM_STORY_70409,Un escudo con la runa de la vida incorporada.
ITEM_STORY_70418,Un escudo con la runa de la vida incorporada.
ITEM_STORY_70404,Un par de avambrazos imbuidos de la furia de aquellos espíritus vengativos que sufrieron muertes dolorosas.
ITEM_STORY_70410,Un par de avambrazos imbuidos de la furia de aquellos espíritus vengativos que sufrieron muertes dolorosas.
ITEM_STORY_70419,Un par de avambrazos imbuidos de la furia de aquellos espíritus vengativos que sufrieron muertes dolorosas.
ITEM_STORY_70405,Un escudo ardiente en llamas oscuras.
ITEM_STORY_70411,Un escudo ardiente en llamas oscuras.
ITEM_STORY_70420,Un escudo ardiente en llamas oscuras.
ITEM_STORY_70406,Un par de avambrazos desenterrados de una antigua ruina desértica.
ITEM_STORY_70421,Un par de avambrazos desenterrados de una antigua ruina desértica.
ITEM_STORY_70422,"Un casco que, según se dice, usaban los reyes de los gigantes de escarcha."
ITEM_STORY_71401,Botas que crearon y legaron los predecesores.
ITEM_STORY_71407,Botas que crearon y legaron los predecesores.
ITEM_STORY_71416,Botas que crearon y legaron los predecesores.
ITEM_STORY_71402,Guantes tan veloces como el viento.
ITEM_STORY_71408,Guantes tan veloces como el viento.
ITEM_STORY_71417,Guantes tan veloces como el viento.
ITEM_STORY_71403,"Una capa que también se puede usar como arma, ya que tiene pinchos de sierra."
ITEM_STORY_71409,"Una capa que también se puede usar como arma, ya que tiene pinchos de sierra."
ITEM_STORY_71418,"Una capa que también se puede usar como arma, ya que tiene pinchos de sierra."
ITEM_STORY_71404,"Guantes que, según se dice, usaban los demonios de la muerte."
ITEM_STORY_71410,"Guantes que, según se dice, usaban los demonios de la muerte."
ITEM_STORY_71419,"Guantes que, según se dice, usaban los demonios de la muerte."
ITEM_STORY_71405,Guantes encantados con una maldición que envuelven a quien los usa en un frenesí.
ITEM_STORY_71411,Guantes encantados con una maldición que envuelven a quien los usa en un frenesí.
ITEM_STORY_71420,Guantes encantados con una maldición que envuelven a quien los usa en un frenesí.
ITEM_STORY_71406,Una capa que refresca a quien la usa desviando el calor del desierto.
ITEM_STORY_71421,Una capa que refresca a quien la usa desviando el calor del desierto.
ITEM_STORY_71422,Guantes imbuidos de una poderosa energía glacial.
ITEM_STORY_72401,Hermosos zapatos adornados con alas.
ITEM_STORY_72407,Hermosos zapatos adornados con alas.
ITEM_STORY_72416,Hermosos zapatos adornados con alas.
ITEM_STORY_72402,Guantes imbuidos de magia élfica.
ITEM_STORY_72408,Guantes imbuidos de magia élfica.
ITEM_STORY_72417,Guantes imbuidos de magia élfica.
ITEM_STORY_72403,Un sombrero con un ornamento azul encantado.
ITEM_STORY_72409,Un sombrero con un ornamento azul encantado.
ITEM_STORY_72418,Un sombrero con un ornamento azul encantado.
ITEM_STORY_72404,Un sombrero con una pluma que lleva la maldición del cuervo.
ITEM_STORY_72410,Un sombrero con una pluma que lleva la maldición del cuervo.
ITEM_STORY_72419,Un sombrero con una pluma que lleva la maldición del cuervo.
ITEM_STORY_72405,Una capa sagrada que parece tener una galaxia.
ITEM_STORY_72411,Una capa sagrada que parece tener una galaxia.
ITEM_STORY_72420,Una capa sagrada que parece tener una galaxia.
ITEM_STORY_72406,Un sombrero que una vez usaron los grandes pioneros.
ITEM_STORY_72421,Un sombrero que una vez usaron los grandes pioneros.
ITEM_STORY_72422,"Una corona que, según se dice, una vez usó la reina de los Bárbaros."
ITEM_STORY_80401,Un anillo con zafiro incrustado.
ITEM_STORY_80407,Un anillo con zafiro incrustado.
ITEM_STORY_80416,Un anillo con zafiro incrustado.
ITEM_STORY_80402,Un anillo bendecido por Lua.
ITEM_STORY_80408,Un anillo bendecido por Lua.
ITEM_STORY_80417,Un anillo bendecido por Lua.
ITEM_STORY_80403,Un anillo con un antiguo pacto grabado.
ITEM_STORY_80409,Un anillo con un antiguo pacto grabado.
ITEM_STORY_80418,Un anillo con un antiguo pacto grabado.
ITEM_STORY_80404,Un anillo del espectro que roba almas.
ITEM_STORY_80410,Un anillo del espectro que roba almas.
ITEM_STORY_80419,Un anillo del espectro que roba almas.
ITEM_STORY_80405,Un anillo con una piedra lunar incrustada que contiene las lágrimas de la luna.
ITEM_STORY_80411,Un anillo con una piedra lunar incrustada que contiene las lágrimas de la luna.
ITEM_STORY_80420,Un anillo con una piedra lunar incrustada que contiene las lágrimas de la luna.
ITEM_STORY_80406,Un anillo de brujas clarividentes.
ITEM_STORY_80421,Un anillo de brujas clarividentes.
ITEM_STORY_80422,Un anillo decorativo diseñado con la forma de un dragón de hielo.
ITEM_STORY_81401,Un par de aretes finos oro.
ITEM_STORY_81407,Un par de aretes finos oro.
ITEM_STORY_81416,Un par de aretes finos oro.
ITEM_STORY_81402,Aretes resistentes como un golem.
ITEM_STORY_81408,Aretes resistentes como un golem.
ITEM_STORY_81417,Aretes resistentes como un golem.
ITEM_STORY_81403,Aretes que visibilizan el sonido explosivo del trueno.
ITEM_STORY_81409,Aretes que visibilizan el sonido explosivo del trueno.
ITEM_STORY_81418,Aretes que visibilizan el sonido explosivo del trueno.
ITEM_STORY_81404,Aretes que desprenden llamas negras de la muerte.
ITEM_STORY_81410,Aretes que desprenden llamas negras de la muerte.
ITEM_STORY_81419,Aretes que desprenden llamas negras de la muerte.
ITEM_STORY_81405,Aretes creados con sangre y lágrimas cristalizadas.
ITEM_STORY_81411,Aretes creados con sangre y lágrimas cristalizadas.
ITEM_STORY_81420,Aretes creados con sangre y lágrimas cristalizadas.
ITEM_STORY_81406,Aretes con el símbolo grabado del antiguo rey dios.
ITEM_STORY_81421,Aretes con el símbolo grabado del antiguo rey dios.
