KEY,ChineseSimplified
ITEM_STORY_54018,海贼常用的长炮。
ITEM_STORY_54019,装满火药让爆炸力达到最大化的手炮。
ITEM_STORY_54020,魔族们利用于战争后学习的技术所制作的长枪。
ITEM_STORY_54024,沙漠掠夺者常用的手枪。
ITEM_STORY_54025,对抗掠夺者的商团护卫武士使用的大炮。
ITEM_STORY_54026,适合长距离的狙击来复枪。
ITEM_STORY_54027,混合沙漠狐狸排出的成分与火药制成的强大火力的大炮。
ITEM_STORY_54412,使用霜之树制成的长枪。
ITEM_STORY_54413,适合攻击广范围多数敌人的优质霰弹枪。
ITEM_STORY_54414,来自遥远帝国的狙击枪。
ITEM_STORY_54415,使用飞龙骨头制成的诡异武器。
ITEM_STORY_55001,使用老树制成的手杖。
ITEM_STORY_55002,被施下魔法的树枝。
ITEM_STORY_55003,使用红色饰品的漂亮手杖。
ITEM_STORY_55004,利用强力魔石制成的手杖。
ITEM_STORY_55005,使用方便的小型魔杖。
ITEM_STORY_55006,搭配能吸收魔力的花朵的魔仗。
ITEM_STORY_55007,奥勒贝尔魔法学校提供的魔仗。
ITEM_STORY_55008,见习魔导士使用的魔杖。
ITEM_STORY_55009,使用羽毛鹰身人族的羽毛当作装饰的手杖。
ITEM_STORY_55010,兽人族酋长使用的手杖。
ITEM_STORY_55011,流浪魔法师的手杖。
ITEM_STORY_55012,蕴含萨满神秘力量的魔杖。
ITEM_STORY_55013,使用骸骨装饰的手杖，散发一股阴沉的气氛。
ITEM_STORY_55014,不死族闇黑牧师使用的诅咒手杖。
ITEM_STORY_55015,使用魔族骨头制成的邪恶手杖。
ITEM_STORY_55016,获得露亚教团祝福的光之手杖。
ITEM_STORY_55017,使用阿罗维纳海岸的黑树制成的手杖。
ITEM_STORY_55018,镀金后看起来更昂为的高级魔杖。
ITEM_STORY_55019,使用被闪电击中的树枝制成的神秘魔杖。
ITEM_STORY_55020,黑暗精灵加护的月光魔法手杖。
ITEM_STORY_55024,使用沙漠绿洲的树木制成的手杖。
ITEM_STORY_55025,蜥蜴人萨满使用的魔杖。
ITEM_STORY_55026,运用幻影术师的神秘法术的手杖。
ITEM_STORY_55027,上古文明使用过的手杖。
ITEM_STORY_55412,使用霜之树枝干制成的法杖。
ITEM_STORY_55413,使用魔法保存雪花制成的法杖。
ITEM_STORY_55414,使用坚硬冰块当作素材制成的手杖。
ITEM_STORY_55415,冰魔法加护的强力手杖。
ITEM_STORY_60001,添加沉重板金制成的粗糙铠甲。
ITEM_STORY_60002,奥勒贝尔一般士兵使用的铠甲。
ITEM_STORY_60003,使用锁链包覆的铠甲。
ITEM_STORY_60004,组合尖锐鳞片制成的铠甲。
ITEM_STORY_60005,冒险家爱用的铠甲。
ITEM_STORY_60006,使用优质铁制成的坚固铠甲。
ITEM_STORY_60007,琢磨坚韧锁链制成的铠甲。
ITEM_STORY_60008,蕴含强烈斗争心的锁链铠甲。
ITEM_STORY_60009,实力出众兽人族战士的铠甲。
ITEM_STORY_60010,使用只有在高原能发现之特殊铁制成的锁链铠甲。
ITEM_STORY_60011,使用在高原发现之特殊铁制成的钢铁铠甲。
ITEM_STORY_60012,只有兽人族队长能穿的鳞片铠甲。
ITEM_STORY_60013,证明成为见习骑士所需要的铠甲。
ITEM_STORY_60014,干净利落的光滑钢铁铠甲。
ITEM_STORY_60015,使用黑铁制成的锁链铠甲。
ITEM_STORY_60016,过去魔族战争中死而复生的骑士所穿的铠甲。
ITEM_STORY_60017,制作成相当薄的金属铠甲，实际耐久度也非常棒。
ITEM_STORY_60018,长满刺的鳞片铠甲，碰到后就会流血受伤。
ITEM_STORY_60019,骑士团爱用的重型金属铠甲。
ITEM_STORY_60020,刻印有蓝色新月图案的铠甲。
ITEM_STORY_60024,沙漠战士常用的铠甲。
ITEM_STORY_60025,蜥蜴人制作的坚固金属铠甲。
ITEM_STORY_60026,使用巨大蝎子背壳当作素材制成的甲胄。
ITEM_STORY_60027,上古新王穿过的传说铠甲。
ITEM_STORY_60412,使用霜之树外皮制成的铠甲。
ITEM_STORY_60413,冰霜巨人爱用的坚固甲胄。
ITEM_STORY_60414,使用弥漫寒气的精怪石制成的铠甲。
ITEM_STORY_60415,施有冰暴风魔法的铠甲。
ITEM_STORY_61001,简单的皮革铠甲。
ITEM_STORY_61002,粗糙的皮革铠甲。
ITEM_STORY_61003,使用野猪皮革制成的铠甲。
ITEM_STORY_61004,使用黑色火药制成的哥布林特制夹克。
ITEM_STORY_61005,侦查者们常用的铠甲。
ITEM_STORY_61006,精灵族战士爱穿的衣服。
ITEM_STORY_61007,添加鹰身人族羽毛制成的皮革夹克。
ITEM_STORY_61008,如同能在风上方行走般的敏捷大衣。
ITEM_STORY_61009,行动方便与轻盈的皮革束腰服。
ITEM_STORY_61010,使用高原野猪皮革制成的铠甲。
ITEM_STORY_61011,猎人爱用的夹克。
ITEM_STORY_61012,灰狼皮革制成的铠甲。
ITEM_STORY_61013,镶嵌钉子强化的皮革铠甲。
ITEM_STORY_61014,镶嵌骸骨饰品且呈现阴森气氛的皮革夹克。
ITEM_STORY_61015,狩猎人类的魔族的铠甲。
ITEM_STORY_61016,刀囊骸骨战士使用的灰色背心。
ITEM_STORY_61017,使用皮革制成的高级束腰服。
ITEM_STORY_61018,刺客爱用的敏捷皮革铠甲。
ITEM_STORY_61019,熟练斥侯兵的敏捷皮革铠甲。
ITEM_STORY_61020,获得月光祝福的神圣夹克。
ITEM_STORY_61024,沙漠异民族爱穿的夹克。
ITEM_STORY_61025,在沙漠穿的背心，能防止沙子与通风。
ITEM_STORY_61026,躲在沙子中迅速处决目标的刺客穿的夹克。
ITEM_STORY_61027,不会被风沙吹走的坚固兜帽。
ITEM_STORY_61412,使用霜之树外皮制成的薄轻甲。
ITEM_STORY_61413,冰霜人使用过的兜帽。
ITEM_STORY_61414,散发的寒气能让敌人冻结的夹克。
ITEM_STORY_61415,蕴含过去在雪山冷死的战士们的冤魂的夹克。
ITEM_STORY_62001,简单的郊游服。
ITEM_STORY_62002,哥布林的薄衣。
ITEM_STORY_62003,绣有华丽装饰的背心。
ITEM_STORY_62004,宗教仪式中使用的长袍。
ITEM_STORY_62005,丝绸制成的高级衬衫。
ITEM_STORY_62006,自卫队或守护者们常穿的夹克。
ITEM_STORY_62007,利用树叶制成的精灵族的大衣。
ITEM_STORY_62008,利用鹰身人族羽毛制成的温暖衬衫。
ITEM_STORY_62009,最新时尚的帅气衬衫。
ITEM_STORY_62010,有兜帽且相当实用的长袍。
ITEM_STORY_62011,兽人萨满穿的长袍。
ITEM_STORY_62012,天风部族经常穿的大衣。
ITEM_STORY_62013,见习牧师穿的衣服。
ITEM_STORY_62014,贵族学习礼节时穿的礼服。
ITEM_STORY_62015,使用骨头装饰的不死族大衣。
ITEM_STORY_62016,利用荆棘编织且让人觉得不自在的长袍。
ITEM_STORY_62017,神圣牧师的长袍。
ITEM_STORY_62018,颜色与黑暗一样深的长袍。
ITEM_STORY_62019,蕴含月光祝福的衬衫。
ITEM_STORY_62020,露亚教团高阶牧师穿的衣服。
ITEM_STORY_62024,分岔的衣服。
ITEM_STORY_62025,赤沙流浪团的长袍。
ITEM_STORY_62026,蜥蜴人萨满爱用的长袍。
ITEM_STORY_62027,上古新王的萨满们穿的长袍。
ITEM_STORY_62412,切断冰霜葛丛加工后将其纤维当作素材制成的衬衫。
ITEM_STORY_62413,最适合呈现寒冷冬天的长袍。
ITEM_STORY_62414,精通冰咒术者的长袍。
ITEM_STORY_62415,绣有美丽雪花的长袍。
ITEM_STORY_70001,训练兵常用的一般腕甲。
ITEM_STORY_70002,利用坚硬树木制成的盾牌。
ITEM_STORY_70003,见习战士的头盔。
ITEM_STORY_70004,使用钢铁制成的坚固腕甲。
ITEM_STORY_70005,使用锁链制成的轻盈头盔。
ITEM_STORY_70006,钢铁制成的优质盾牌。
ITEM_STORY_70007,蕴含大地庇护的腕甲。
ITEM_STORY_70008,鹰身人族战士爱用的头盔。
ITEM_STORY_70009,青铜经过魔法处理后制成的腕甲。
ITEM_STORY_70010,只有兽人族战士能使用的沉重防盾。
ITEM_STORY_70011,外观如同蛇头般的诡异头盔。
ITEM_STORY_70012,镶嵌有生命符石的盾。
ITEM_STORY_70013,士兵常用的盾牌。
ITEM_STORY_70014,使用受诅咒骨头制成的盾牌。
ITEM_STORY_70015,100年前魔族战争时使用的头盔。
ITEM_STORY_70016,蕴含痛苦死去冤魂邪念的腕甲。
ITEM_STORY_70017,镶嵌荆棘的盾牌。
ITEM_STORY_70018,添加符石的魔法腕甲。
ITEM_STORY_70019,使用神秘蓝色金属制成的头盔。
ITEM_STORY_70020,绽放黑色火花的盾牌
ITEM_STORY_70024,溶化沙子制成的头盔。
ITEM_STORY_70025,蜥蜴人爱用的盾牌.
ITEM_STORY_70026,切开蝎子外壳制成的头盔。
ITEM_STORY_70027,上古沙漠遗迹挖掘出来的腕甲。
ITEM_STORY_70412,附着冰霜的寒气之盾。
ITEM_STORY_70413,风地雪山的野蛮人常用的头盔。
ITEM_STORY_70414,利用冰霜虎的皮革制成的腕甲.
ITEM_STORY_70415,冰霜巨人王使用过的头盔。
ITEM_STORY_71001,粗糙的皮革鞋。
ITEM_STORY_71002,因长期使用，已磨损的披风。
ITEM_STORY_71003,使用狼皮制作的披风。
ITEM_STORY_71004,先驱者制作流传下来的长靴。
ITEM_STORY_71005,简单的皮革手套。
ITEM_STORY_71006,如同树叶般的长靴。
ITEM_STORY_71007,施有大地庇护的披风。
ITEM_STORY_71008,和风一样敏捷的手套。
ITEM_STORY_71009,坚固的皮革长靴。
ITEM_STORY_71010,知名工匠制作的皮靴。
ITEM_STORY_71011,知名冒险者使用过的披风。
ITEM_STORY_71012,因为有锯齿状的刺，所以能当武器使用的披风。
ITEM_STORY_71013,可当作附着尖牙武器使用的手套。
ITEM_STORY_71014,只会赋予熟练侦查兵的披风。
ITEM_STORY_71015,赤色荆棘丘陵制作的手套。
ITEM_STORY_71016,死亡恶魔们使用过的手套。
ITEM_STORY_71017,高级皮靴。
ITEM_STORY_71018,镶嵌钉子强化的皮革手套。
ITEM_STORY_71019,使用神秘蓝色皮革制成的披风。
ITEM_STORY_71020,附着有让主人疯狂的狂暴魔法手套。
ITEM_STORY_71024,枯竭沙漠的战士的手套。
ITEM_STORY_71025,能阻隔沙子的靴子。
ITEM_STORY_71026,敏捷的沙漠帽子。
ITEM_STORY_71027,驱散沙漠热气让主人变凉爽的披风。
ITEM_STORY_71412,夹杂冰霜的冰冻披风。
ITEM_STORY_71413,由于蕴含寒气，能帮助使用者在水上行走的靴子。
ITEM_STORY_71414,使用不会融化的蓝色冰块所制成的兜帽。
ITEM_STORY_71415,蕴含强烈寒气的手套。
ITEM_STORY_72001,旅人常用的简便帽子。
ITEM_STORY_72002,见习魔法师们使用的一般帽子。
ITEM_STORY_72003,能协助纯粹魔力流动的银制饰环。
ITEM_STORY_72004,添加有翅膀装饰的漂亮鞋子。
ITEM_STORY_72005,可爱的高帽。
ITEM_STORY_72006,使用艾莉朵拉的花制成的头冠。
ITEM_STORY_72007,添加鹰身人族羽毛制成的帽子。
ITEM_STORY_72008,蕴含精灵族魔法制成的手套。
ITEM_STORY_72009,使用高级红色布料的手套。
ITEM_STORY_72010,遮住脸的魔鬼帽。
ITEM_STORY_72011,使用黄金制成的饰环。
ITEM_STORY_72012,蓝色饰品蕴含魔力的短帽。
ITEM_STORY_72013,深具正义感的赤色围巾。
ITEM_STORY_72014,画有骨骸图案的诅咒披风。
ITEM_STORY_72015,镶嵌有宝石的高级饰环。
ITEM_STORY_72016,利用被乌鸦诅咒的羽毛制成的帽子。
ITEM_STORY_72017,魔法师爱用的围巾。
ITEM_STORY_72018,珍贵蓝色金属经过魔法处理后制成的饰环。
ITEM_STORY_72019,魔法学者常用的高帽。
ITEM_STORY_72020,看起来像是拥抱银河般的神圣披风。
ITEM_STORY_72024,赤色荆棘丘陵的工匠制作的靴子。
ITEM_STORY_72025,进行贤者修行的人穿的披风。
ITEM_STORY_72026,绣有金色系的高级披风。
ITEM_STORY_72027,开拓荒地的伟人们使用过的帽子。
ITEM_STORY_72412,添加冰霜荆棘制作的头巾。
ITEM_STORY_72413,学习冰冻魔法的魔法师的帽子。
ITEM_STORY_72414,冰霜鹰身人族利用冰块制成的饰环。
ITEM_STORY_72415,过去野蛮人王妃使用过的王冠。
ITEM_STORY_80001,使用铜制成的便宜戒指。
ITEM_STORY_80002,添加南瓜的戒指。
ITEM_STORY_80003,镶嵌红宝石的戒指。
ITEM_STORY_80004,镶嵌蓝宝石的戒指。
ITEM_STORY_80005,附有高级魔力石的戒指。
ITEM_STORY_80006,蕴含精怪祝福的戒指。
ITEM_STORY_80007,守护灵魂的牧师的戒指。
ITEM_STORY_80008,获得露亚祝福的戒指。
ITEM_STORY_80009,施展妖术的异国种族所使用的戒指。
ITEM_STORY_80010,代表坚强生命值与潜力的戒指。
ITEM_STORY_80011,兽人战士的戒指。
ITEM_STORY_80012,写有上古誓约的戒指。
ITEM_STORY_80013,睿智贤者的戒指。
ITEM_STORY_80014,使用骨骸装饰的恐物戒指。
ITEM_STORY_80015,弥漫邪恶蓝色火花的戒指。
ITEM_STORY_80016,夺取灵魂的死神的戒指。
ITEM_STORY_80017,附着刺的忍耐戒指。
ITEM_STORY_80018,刻印符石魔法的戒指。
ITEM_STORY_80019,弥漫紫色的强大魔力之戒。
ITEM_STORY_80020,镶嵌有隐喻月之泪的月桂冠的戒指。
ITEM_STORY_80021,100%纯金的戒指。
ITEM_STORY_80022,异民族献给绿洲的戒指。
ITEM_STORY_80023,象征生命流动的戒指。
ITEM_STORY_80024,算命的女巫们使用的戒指。
ITEM_STORY_80412,野蛮人使用的粗糙戒指。
ITEM_STORY_80413,利用冰结晶制成的戒指。
ITEM_STORY_80414,冰霜巨人使用的巨大戒指。
ITEM_STORY_80415,外观如同冰龙般的装饰用戒指。
ITEM_STORY_81001,装饰用的便宜耳环。
ITEM_STORY_81002,银制的漂亮耳环。
ITEM_STORY_81003,编织得相当精巧的耳环。
ITEM_STORY_81004,利用黄金制成的高级耳环。
ITEM_STORY_81005,添加蝴蝶装饰的美丽耳环。
ITEM_STORY_81006,蕴含精怪祝福的耳环。
ITEM_STORY_81007,研磨深沉大地岩石制成的耳环。
ITEM_STORY_81008,如同魔像般坚硬的耳环。
ITEM_STORY_81009,镶嵌守护石的耳环。
ITEM_STORY_81010,镶嵌蓝宝石的耳环。
ITEM_STORY_81011,刻印有钢铁刀刃图案的耳环。
ITEM_STORY_81012,让雷电的爆炸声形象化的耳环。
ITEM_STORY_81013,蕴含黑色荆棘力量的耳环。
ITEM_STORY_81014,看起来相当高级的昂贵耳环。
ITEM_STORY_81015,镶嵌钻石的最顶级耳环。
ITEM_STORY_81016,燃起死亡黑色火焰的耳环。
ITEM_STORY_81017,镶嵌符石图案的耳环。
ITEM_STORY_81018,镶嵌精雕红宝石的耳环。
ITEM_STORY_81019,获得神圣祝福的耳环。
ITEM_STORY_81020,用血之泪结晶化制成的耳环。
ITEM_STORY_81021,100%纯金制成的耳环。
ITEM_STORY_81022,雕塑锯齿而制成的耳环。
ITEM_STORY_81023,蕴含冥界灵魂的耳环。
ITEM_STORY_81024,雕刻有上古新王标志的耳环。
ITEM_STORY_81412,白银制成的高级耳环。
ITEM_STORY_81413,弥漫寒气的魔法耳环。
ITEM_STORY_81414,外观如同雪花般的耳环。
ITEM_STORY_81415,利用冰龙鳞碎片制成的耳环。
ITEM_STORY_82001,使用便宜宝石制成的项链。
ITEM_STORY_82002,编织使用狼牙制成的项链。
ITEM_STORY_82003,镶嵌珍贵黑珍珠的项链。
ITEM_STORY_82004,可提升魔法素养的项链。
ITEM_STORY_82005,使用雕刻有蓝色玫瑰外形的装饰制成的项链。
ITEM_STORY_82006,散发森林气息的项链。
ITEM_STORY_82007,森林守护者精灵族常使用的装饰项链。
ITEM_STORY_82008,提升精怪亲和力的项链。
ITEM_STORY_82009,营造舒适的心情并可培养专注力的项链。
ITEM_STORY_82010,外观如同雷鸟般的项链。
ITEM_STORY_82011,净化邪恶力量的项链。
ITEM_STORY_82012,信赖与忠诚的项链。
ITEM_STORY_82013,象征命运的项链。
ITEM_STORY_82014,泛着深绿色的绿宝石项链。
ITEM_STORY_82015,使用在许多人丧命的战场所诞生的血之石制成的项链。
ITEM_STORY_82016,使用陨石上掉落的谜之石制成的项链。
ITEM_STORY_82017,使用雕刻过的符石制成的项链。
ITEM_STORY_82018,使用谜样蓝色金属制成的项链。
ITEM_STORY_82019,结婚对象一定会喜欢的项链。
ITEM_STORY_82020,散发如同星光般灿烂光芒的颈部饰品。
ITEM_STORY_82021,100%纯金制成的项链。
ITEM_STORY_82022,蜥蜴人萨满爱用的项链。
ITEM_STORY_82023,象征生命流动的项链。
ITEM_STORY_82024,上古新王辉煌灿烂的项链。
ITEM_STORY_82412,白银制成的珍贵项链。
ITEM_STORY_82413,野蛮人使用的粗糙项链。
ITEM_STORY_82414,保护使用者不受寒气侵害的项链。
ITEM_STORY_82415,使用冰霜虎骨头当作素材制成的项链。
ITEM_STORY_83001,银制的简单手环。
ITEM_STORY_83002,使用黄金制成且稍微更高级的手环。
ITEM_STORY_83003,象征保护的钢铁手环。
ITEM_STORY_83004,高级白金手环。
ITEM_STORY_83005,特殊装饰的手环。
ITEM_STORY_83006,外观如同花朵般的手环。
ITEM_STORY_83007,使用湖之石作为素材的手环。
ITEM_STORY_83008,精灵族亲手制作的手环。
ITEM_STORY_83009,蕴含和谐之力的手环。
ITEM_STORY_83010,缠绕火焰冰霜的手环。
ITEM_STORY_83011,能提升腕力的手环。
ITEM_STORY_83012,强调缘分盟约的手环。
ITEM_STORY_83013,弥漫黑暗力量的手环。
ITEM_STORY_83014,能强化肉体的魔法手环。
ITEM_STORY_83015,使用流星的金属制成的手环。
ITEM_STORY_83016,巫女制成的诅咒之环。
ITEM_STORY_83017,使用锁链制成的简单手环。
ITEM_STORY_83018,据说能提升知识的手环。
ITEM_STORY_83019,恶魔骨头制成的手环。
ITEM_STORY_83020,外观像是月亮的魔法手环。
ITEM_STORY_83021,100%纯金的美丽手环。
ITEM_STORY_83022,上古沙漠遗迹挖掘到的手环。
ITEM_STORY_83023,提升根性的特殊手环。
ITEM_STORY_83024,象征天空权能的手环。
ITEM_STORY_83412,狩猎冰霜狼的野蛮人制作的手环。
ITEM_STORY_83413,使用鹰身人族羽毛当作饰品的手环。
ITEM_STORY_83414,利用冰结晶制成的手环。
ITEM_STORY_83415,适合冰霜巨人的沉重大手环。
ITEM_STORY_140001,堕落月光的法珠。
ITEM_STORY_140002,使用于黑树之森发现的宝石制成法珠。
ITEM_STORY_140003,女王注入自己的力量制成的法珠。
ITEM_STORY_140004,使用辉煌灿烂的月光石制成的法珠。
ITEM_STORY_140006,透过溶解与精炼沙子制成的法珠。
ITEM_STORY_140007,搭配尖锐鳞片制成的法珠。
ITEM_STORY_140008,上古文明木乃伊们携带的法珠。
ITEM_STORY_140009,利用蜥蜴王鳞片与灵魂石制成的法珠。
ITEM_STORY_140011,纯冰制成的法珠。
ITEM_STORY_140012,蕴含冰狼力量的法珠。
ITEM_STORY_140013,蕴含强烈寒气的法珠。
ITEM_STORY_140014,冰霜巨人王穿戴的法珠。
ITEM_STORY_140015,将德拉吉亚燃烧的熔岩和泰莫雷勒的心脏当作核心的宝石，感觉得到一股足以将世界燃烧殆尽的火力。
ITEM_STORY_140016,利用炙热熔岩制成的法珠。
ITEM_STORY_140017,据说这是只有魔族能使用的法珠。
ITEM_STORY_140018,使用堕天使核心制成的法珠。
ITEM_STORY_140019,精炼恶魔心脏制作成的法珠。
ITEM_STORY_140020,象征无限力量的法珠。
ITEM_STORY_900001,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？和平骑士帕毕塔是赤鹰的团长，据说她是一名善于领导队员的冷静与崇高的女骑士。
ITEM_STORY_900002,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？勇气的象征帝诺蓝如同一只遇到任何危机都不会轻易屈服的狮子。
ITEM_STORY_900003,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？死亡之雾察碧司利用如同幽灵般的身手斩杀了无数的怪物。
ITEM_STORY_900004,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？鹰眼马尔塞那无论在哪一种距离都能准确命中目标。
ITEM_STORY_900005,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？稀世发明家波尔泰诺他的枪改良成可变化为数万种型态，是一个知名的怪咖天才。
ITEM_STORY_900006,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？火焰灵魂吉泰欧能利用广范围火焰魔法让整个天空都化为火海。
ITEM_STORY_900007,数千年前消失踪影的冒险家小队「赤鹰」是一个只有7个人的小型冒险队伍，尽管人数少，但他们却立下了许多丰功伟业。当时甚至一度有传闻说他们会不会是古代守护者转世呢？治愈气息修泰玛是一个比任何人都更善良与慈祥的女性。
ITEM_STORY_52024,盗掘者使用的劣质短剑。
ITEM_STORY_52025,蕴含蜥蜴人传统的双手剑。
ITEM_STORY_52026,具备实力的萨满仪式时常用的短剑。
ITEM_STORY_52027,彷佛画有两条银蛇的双长剑。
ITEM_STORY_44001,平凡的老旧毛线团。
ITEM_STORY_44002,制作衣服时常用的平凡毛线团。
ITEM_STORY_44003,经过魔法处理的特殊毛线团。
ITEM_STORY_44004,平凡的老旧布块。
ITEM_STORY_44005,制作衣服时常用的平凡布块。
ITEM_STORY_44006,经过魔法处理的特殊布块。
ITEM_STORY_44007,常用的一般墨汁。
ITEM_STORY_44008,管理者使用的高级墨汁。
ITEM_STORY_44009,编着魔法文件时使用的魔法墨汁。
ITEM_STORY_44010,做木雕时所使用的平凡木材
ITEM_STORY_44011,有声望的木雕刻家们所使用的木材
ITEM_STORY_44012,凝聚着魔法力量的稀有木材
ITEM_STORY_44013,用于许多料理的普通鸡蛋。
ITEM_STORY_44014,散发光泽的不透明黏土。
ITEM_STORY_44015,凝聚魔法的耐用钢铁
ITEM_STORY_44016,在皮革加工时会用到的一般皮革。
ITEM_STORY_44017,外观看起来相当柔软与充满润泽的狐狸毛。
ITEM_STORY_44018,蕴含魔法且防寒效果卓越的虎皮，图案给人一种强烈的感觉。
ITEM_STORY_44019,适合做成笛子的普通树枝。
ITEM_STORY_44020,完好的干净落叶。
ITEM_STORY_44021,可写简短文章的明信片，写完内容后密封即可发送至奥勒贝尔月刊编辑部。
ITEM_STORY_44022,特制战斗口粮中所包含的代表干粮。
ITEM_STORY_44023,含有公会联合军使用的特殊成分的创可贴，可迅速止血。
ITEM_STORY_44024,可以获得奥勒贝利亚历史悠久的玩偶作坊所制作的限量版玩偶衣服的印章兑换券。
ITEM_STORY_44025,即使在沙漠的风沙中也不易被腐蚀，是有着马瓦塔部落匠人秘诀的尚未经过铸造的铁块。
ITEM_STORY_44026,在埃伊纳沙漠的仙人掌上盛开的果汁丰富的果实。
ITEM_STORY_44027,装满从埃伊纳沙漠的沙子中提取的沙金的口袋。
ITEM_STORY_143001,小型装饰缎带，适合可爱小女生的头饰。
ITEM_STORY_143002,镶边漂亮的小手环，是可爱小女生必备的饰品。
ITEM_STORY_143003,阳光普照的美丽日子非常适合戴出门的帽子，夏季必需品。
ITEM_STORY_143004,镶边的高级洋装，具备如同魔法般的美丽。
ITEM_STORY_143005,修练的格斗家必备的拳头保护带，经常长久岁月的锻炼而磨损了。
ITEM_STORY_143006,充满热情的武斗家的发饰，散发一股燃烧的力量。
ITEM_STORY_143007,要求快速步伐的格斗家之鞋，在任何地面都不会滑倒。
ITEM_STORY_143008,要求快速步伐的格斗家之鞋，在任何地面都不会滑倒。
ITEM_STORY_143009,证明发送补给品事实的文件。
ITEM_STORY_143010,公会之间订立契约时使用的文件。
ITEM_STORY_143011,公会最高阶管理者们使用的文件。
ITEM_STORY_143012,新手雕刻家花费许多心力所制作的雕像。虽然粗糙但却充满诚意。
ITEM_STORY_143013,一边想着自己重视的人，一边制作出的雕像，精致又美丽。
ITEM_STORY_143014,做为象徵衷心与义气的礼物用雕像。因注入着咒语而多了一层神秘感，从作品中也可感受到雕刻家的艺术魂。
ITEM_STORY_143015,熟度适当的Ｑ弹水煮蛋
ITEM_STORY_143016,摆盘用高级餐具组
ITEM_STORY_143017,使用魔法钢铁制成，经过铁匠－金的巧手打造而成的厨具。
ITEM_STORY_143018,依照女性手腕大小精凋而成的皮革手环，金属装饰相当引人注目。
ITEM_STORY_143019,使用高级狐狸毛加工而成的围巾，给人一种洗炼的感觉。
ITEM_STORY_143020,图案给人一种很强烈的感觉，能吸引周遭目光的大衣。若是一般人穿上会被大衣的气势盖住，无法展现时尚感。
ITEM_STORY_143021,削树枝制作而成的柳笛，可发出和鸟鸣相似的声音。
ITEM_STORY_143022,用魔法保存的落叶作为装饰的书签，即使时间流逝也不会腐坏。
ITEM_STORY_143023,奥勒贝尔王城销售量最高的人气杂志，是对传闻和流行敏感的人们\n爱读的书。
ITEM_STORY_143024,用符石彩纸制成的风车，闪烁着各种各样的颜色，风之精怪们都被吸引过来，安抚朵莎尔妲的孤独。
ITEM_STORY_143025,公会联合军使用的特制战斗口粮组合。\n使用了从贸易公会亲自带过来的最高级食材制成。\n营养十分丰富。
ITEM_STORY_143026,公会联合军使用的急救包。\n治愈效果特别显著。
ITEM_STORY_143027,给迷你哈奴斯穿的限量版玩偶衣服套装。\n对哈奴斯来说是最棒的礼物。
ITEM_STORY_143028,策划战争战略的玩具套装。\n虽是玩具，但制作得挺逼真的。
ITEM_STORY_143029,沙漠战士普遍使用的形态多样的武器。
ITEM_STORY_143030,以埃伊纳火龙果为材料，长久以来在沙漠的沙子中进行发酵而酿造的酒。
ITEM_STORY_143031,把新王该隐身边的猫形象化的黄金雕像。
ITEM_STORY_143032,可以在流动神殿获得并蕴含着莱雅丝祝福的水。
ITEM_STORY_143033,莱雅丝为悼念死者并怀着想念之情亲手写的信。信中写下该隐死后塞奇雷奈尔的近况，还包含着祈愿该隐的灵魂能够安息的心意。
ITEM_STORY_143097,赋予朋友的信物，代表永恒的友情。
ITEM_STORY_143098,赋予好友的信物，代表永恒的友情。
ITEM_STORY_143099,赋予挚友的信物，代表永恒的友情。
ITEM_STORY_801001,堆满火山灰的老旧长枪。
ITEM_STORY_801002,利用精雕过的黑曜石制成的长矛。
ITEM_STORY_801003,蕴含恶龙魔法的长矛。
ITEM_STORY_801004,接触到末端的敌人会爆炸，是一种相当诡异的武器。
ITEM_STORY_801010,相传是利用永远不会凝固的熔岩制成的危险长矛。
ITEM_STORY_802001,堆满火山灰的老旧斧头。
ITEM_STORY_802002,利用精雕过的黑曜石制成的大剑。
ITEM_STORY_802003,蕴含恶龙魔法的巨刀。
ITEM_STORY_802004,利用巨大龙族尖牙制成的巨大斧头。
ITEM_STORY_802010,相传是利用永远不会凝固的熔岩制成的危险大剑。
ITEM_STORY_803001,堆满火山灰的老旧短剑。
ITEM_STORY_803002,利用精雕过的黑曜石制成的双长剑。
ITEM_STORY_803003,蕴含恶龙魔法的双长剑。
