KEY,ChineseSimplified
CREATURE_NAME_12104,黑暗精灵魔法师团长
CREATURE_DESC_12104,黑暗精灵魔法师的团长，使用强大月光魔法对广范围敌人造成伤害。
CREATURE_NAME_12801,图腾
CREATURE_NAME_12802,黑暗精灵吸血鬼
CREATURE_NAME_12803,黑暗精灵吸血鬼
CREATURE_NAME_13001,狞笑面具刺客
CREATURE_DESC_13001,戴着笑脸面具的可疑组织的刺客。
CREATURE_NAME_15001,魔灵剑
CREATURE_DESC_15001,它蕴含恶魔之力，会斩杀任何靠近的活物。
CREATURE_NAME_15002,魔灵盾
CREATURE_DESC_15002,这个坚固的盾蕴含了恶魔之力。
CREATURE_NAME_15003,魔灵矛
CREATURE_DESC_15003,这把锐利的矛蕴含了恶魔之力。
CREATURE_NAME_15004,魔灵锤
CREATURE_DESC_15004,这把沉重的锤蕴含了恶魔之力。
CREATURE_NAME_15005,万圣节幽灵
CREATURE_DESC_15005,戴着白布的万圣节幽灵。
CREATURE_NAME_16001,噬咬蘑菇
CREATURE_DESC_16001,它有锋利的牙齿。
CREATURE_NAME_16002,憎恶蘑菇
CREATURE_DESC_16002,它会从身上喷射孢子
CREATURE_NAME_16003,尖刺蘑菇
CREATURE_DESC_16003,它有锐利的棘刺。
CREATURE_NAME_16004,硬蘑菇
CREATURE_DESC_16004,它是包覆着岩石生长的。
CREATURE_NAME_16101,芙拉菇
CREATURE_DESC_16101,与猪笼草混种而成的蘑菇。
CREATURE_NAME_17001,巨颚黄蜂
CREATURE_DESC_17001,牠会以其巨颚噬咬猎物。
CREATURE_NAME_17002,巨镰黄蜂
CREATURE_DESC_17002,牠的前肢如同巨大的镰刀。
CREATURE_NAME_17003,毒针黄蜂
CREATURE_DESC_17003,牠会从腹中射出毒针。
CREATURE_NAME_17202,死神镰刀黄蜂
CREATURE_DESC_17202,前脚如同死神镰刀般的巨大黄蜂。
CREATURE_NAME_18001,长茎猪笼草
CREATURE_DESC_18001,它会用其特化的枝干捕捉猎物。
CREATURE_NAME_18002,捕蝇猪笼草
CREATURE_DESC_18002,它的器官能喷射消化液来猎杀猎物。
CREATURE_NAME_18003,巨花猪笼草
CREATURE_DESC_18003,它有巨大的腥臭花朵。
CREATURE_NAME_18004,寒冰长茎猪笼草
CREATURE_DESC_18004,它会用其特化的枝干捕捉猎物。
CREATURE_NAME_18005,寒冰巨花猪笼草
CREATURE_DESC_18005,它有巨大的腥臭花朵。
CREATURE_NAME_18006,寒冰捕蝇猪笼草
CREATURE_DESC_18006,它的器官能喷射消化液来猎杀猎物。
CREATURE_NAME_18007,万圣节长茎猪笼草
CREATURE_DESC_18007,附着南瓜藤蔓的南瓜鬼。
CREATURE_NAME_18101,剧毒猪笼草
CREATURE_DESC_18101,散发剧毒的猪笼草。
CREATURE_NAME_18102,寒冰剧毒猪笼草
CREATURE_DESC_18102,散发剧毒的猪笼草。
CREATURE_NAME_19001,植物巨龟
CREATURE_DESC_19001,有植物在其甲壳上生长。
CREATURE_NAME_19002,矿石巨龟
CREATURE_DESC_19002,有矿石附着在其甲壳上。
CREATURE_NAME_19003,宝石巨龟
CREATURE_DESC_19003,魔法宝石在其甲壳上闪闪发光。
CREATURE_NAME_20001,木质宝箱怪
CREATURE_DESC_20001,看起来像一个破旧的木箱
CREATURE_NAME_20002,铁质宝箱怪
CREATURE_DESC_20002,看起来像一个坚固的铁宝箱。
CREATURE_NAME_20003,黄金宝箱怪
CREATURE_DESC_20003,看起来非常华丽的黄金宝箱。
CREATURE_NAME_20004,白金宝箱怪
CREATURE_DESC_20004,白金宝箱怪的说明
CREATURE_NAME_20005,礼物宝箱怪
CREATURE_DESC_20005,如果以为是礼物而触碰的话，可是会受伤喔。
CREATURE_NAME_21001,野狼
CREATURE_DESC_21001,牠会使用尖锐的爪牙猎捕。
CREATURE_NAME_21002,武装狼
CREATURE_DESC_21002,武装且受过战斗训练的狼。
CREATURE_NAME_21003,瘟疫狼
CREATURE_DESC_21003,被瘟疫感染而失去理性，会噬咬任何靠近的生物，至死方休。
CREATURE_NAME_21011,野生白狼
CREATURE_DESC_21011,牠会使用尖锐的爪牙猎捕。
CREATURE_NAME_21012,武装白狼
CREATURE_DESC_21012,武装且受过战斗训练的狼。
CREATURE_NAME_21021,野生幽灵狼
CREATURE_DESC_21021,牠会使用尖锐的爪牙猎捕。
CREATURE_NAME_21022,野生幽灵狼
CREATURE_DESC_21022,牠会使用尖锐的爪牙猎捕。
CREATURE_NAME_21201,狂暴巨型狼
CREATURE_DESC_21201,狼群的BOSS，拥有巨大身躯的狂暴狼。
CREATURE_NAME_22001,野生角熊
CREATURE_DESC_22001,牠会使用巨角与前掌进行猎杀。
CREATURE_NAME_22002,武装角熊
CREATURE_DESC_22002,武装且受过战斗训练的角熊。
CREATURE_NAME_22003,瘟疫角熊
CREATURE_DESC_22003,被瘟疫感染而失去理性，会噬咬任何靠近的生物，至死方休。
CREATURE_NAME_22004,野生角熊
CREATURE_DESC_22004,牠会使用巨角与前掌进行猎杀。
CREATURE_NAME_22201,黑色恶梦角熊
CREATURE_DESC_22201,拥有庞大力量的巨大角熊，被视为恶梦般的存在。
CREATURE_NAME_23001,木栅栏
CREATURE_DESC_23001,使用绳索将木头牢固绑在一起制成的木墙。
CREATURE_NAME_23002,荆棘栅栏
CREATURE_DESC_23002,镶嵌有无法赤手空拳触碰的尖锐荆棘的壁垒。
CREATURE_NAME_23003,骨栅栏
CREATURE_DESC_23003,镶嵌有让人无法放心接近的可怕骨头的壁垒。
CREATURE_NAME_24001,豺狼萨满
CREATURE_DESC_24001,擅长使用豺狼萨满族流传下来的诅咒魔法，会持续使用诅咒魔法让敌人石化。
CREATURE_NAME_24002,豺狼盾牌战士
CREATURE_DESC_24002,使用强力钝器使敌人的豺狼盾牌兵暈眩，不清楚他们的武器是从哪抢来的。
CREATURE_NAME_24003,豺狼投掷兵
CREATURE_DESC_24003,会任意投掷斧头的豺狼投掷兵，虽然平常都是投掷斧头，但事实上会投掷手上的所有物品。
CREATURE_NAME_24004,豺狼战士
CREATURE_DESC_24004,挥动钝器的豺狼战士，虽然说是武器，但看起来只是随便乱挥手上的物品而已。
CREATURE_NAME_24011,豺狼精锐萨满
CREATURE_DESC_24011,不只会施展诅咒之力，还会使用保护友军的防护罩的强悍豺狼萨满，为何豺狼的智商会高到想要保护自己人呢？！
CREATURE_NAME_24012,豺狼精锐盾牌战士
CREATURE_DESC_24012,提升自身防御力的强悍豺狼盾牌兵，虽然更强，但却更愚蠢！因为实在太蠢了，所以似乎不知道疼痛。
CREATURE_NAME_24101,豺狼萨满长老
CREATURE_DESC_24101,豺狼萨满的长老，使用吸收其他生物生命力的禁忌咒术，其他咒术也比一般萨满更强。
CREATURE_NAME_24102,豺狼队长盾牌战士
CREATURE_DESC_24102,豺狼盾牌战士当中身材最庞大且最愚蠢的盾牌战士，携带沉重的钝器与盾牌，会冲向敌人肆意攻击。
CREATURE_NAME_25001,平原猎豹
CREATURE_DESC_25001,造成出血伤害的平原猎豹，敏捷的动作与尖锐的牙齿就是猛兽的证据。
CREATURE_NAME_25002,受黑暗支配的狮子
CREATURE_DESC_25002,罹患瘟疫的狮子，被攻击后就会中剧毒，就算罹患瘟疫也千万不能忘记牠是强悍的捕食者。
CREATURE_NAME_25003,雪山虎
CREATURE_DESC_25003,散发强烈寒气的雪山虎，爪上的寒气会让敌人冻结。
CREATURE_NAME_25005,圣诞节老虎
CREATURE_DESC_25005,千万要小心礼物袋不要被强烈的爪撕破。
CREATURE_NAME_26001,火焰幼龙
CREATURE_NAME_26002,蓝色幼龙
CREATURE_NAME_26003,剧毒幼龙
CREATURE_NAME_26004,黑色幼龙
CREATURE_NAME_27001,沙漠蝎子
CREATURE_NAME_27002,塔勒锡
CREATURE_NAME_28001,疯狂九头蛇
CREATURE_NAME_28002,赤爪九头蛇
CREATURE_NAME_28003,绿爪九头蛇
CREATURE_NAME_29001,木乃伊战士
CREATURE_NAME_29011,狂暴木乃伊战士
CREATURE_NAME_29101,疯狂木乃伊战士
CREATURE_NAME_29002,木乃伊牧师
CREATURE_NAME_29012,堕落木乃伊牧师
CREATURE_NAME_29102,死亡木乃伊牧师
CREATURE_NAME_30001,蜥蜴人士兵
CREATURE_NAME_30011,黄金甲蜥蜴人士兵
CREATURE_NAME_30101,黄金甲蜥蜴人将军
CREATURE_NAME_30002,蜥蜴人刺客
CREATURE_NAME_30003,蜥蜴人牧师
CREATURE_NAME_30004,蜥蜴人魔法师
CREATURE_NAME_30014,黄金杖蜥蜴人魔法师
CREATURE_NAME_30104,黄金杖蜥蜴人大魔法师
CREATURE_NAME_30005,蜥蜴人图腾
CREATURE_NAME_30006,蜥蜴人障壁
CREATURE_NAME_2301,鹰身人女王
CREATURE_DESC_2301,身为鹰身人女王，她有巨大的翅膀，并能自由的控制强大的风能量。
CREATURE_NAME_3301,兽人剑士
CREATURE_DESC_3301,真正的兽人指挥官，他强壮到能轻松地使用巨剑。
CREATURE_NAME_4301,巫妖
CREATURE_DESC_4301,使用黑暗魔法把不死生物带回这个世界。\n生前是强大的魔法师，在成为巫妖后仍然拥有很强的魔力。
CREATURE_NAME_5301,黑暗精灵女皇
CREATURE_DESC_5301,在背后操控黑暗精灵的女王，与恶魔缔结契约后能使用强大的黑魔法与月光魔法。
CREATURE_NAME_6301,哥德战士
CREATURE_DESC_6301,魔王召唤的恶魔，同时是恶神的创造物。\n会使用巨大的镰刀，发出刺耳的吶喊声。
CREATURE_NAME_7301,龙树人
CREATURE_DESC_7301,长期居住在森林的树人结合而为一变成地上最强的存在。
CREATURE_NAME_8301,作战食人妖
CREATURE_DESC_8301,深居于洞穴深处，力量大到能够摧毁城堡。
CREATURE_NAME_9301,伊札可
CREATURE_DESC_9301,优秀的伊札可说明2
CREATURE_NAME_10301,塔卡斯
CREATURE_NAME_10401,凯洛兹巴达
CREATURE_NAME_11301,泰勒法斯
CREATURE_DESC_11301,绝对零度的神兽
CREATURE_NAME_2401,巨型史莱姆
CREATURE_DESC_2401,一只吸收了许多尸体的巨大史莱姆。牠能透过吸收尸体养分来持续重生。
CREATURE_NAME_3401,蝎尾狮
CREATURE_DESC_3401,狂暴魔兽蝎尾狮与魔族的灵气相互作用后进化为稀有的怪物，\n使用黑暗与火焰，并伴随着它的毒液来击倒敌人。
CREATURE_NAME_3402,寒冰水晶
CREATURE_DESC_3402,龙召唤的寒冰水晶。
CREATURE_NAME_3403,诺勒帝
CREATURE_DESC_3403,身为恶魔军队的干部，以及莫铎克的弟子。\n具有足以抵抗敌防魔法的能力
CREATURE_NAME_3404,查奇奥斯
CREATURE_DESC_3404,世界树的根源在被恶魔能量腐化之后发生了变化。\n是一个享受将敌人击倒后在慢慢蹂躏敌人的怪物
CREATURE_NAME_3405,马彼耶尔
CREATURE_DESC_3405,由于跟魔族的打赌输了，而导致丧心病狂的绝世杀手\n使用受诅咒的剑斩断敌人的回复。
CREATURE_NAME_3406,纽琵司
CREATURE_DESC_3406,拥有石化剧毒的狂暴蝎之女王，\n拥有越多的蝎子护卫则变得越强
CREATURE_NAME_3407,裘夏克
CREATURE_DESC_3407,是一个能量被腐蚀而失去理智成为狂战士的兽人酋长，\n受到的伤害越大则变得越强大。
CREATURE_NAME_3408,蝎尾狮
CREATURE_DESC_3408,狂暴魔兽蝎尾狮与魔族的灵气相互作用后进化为稀有的怪物，\n使用黑暗与火焰，并伴随着它的毒液来击倒敌人。
CREATURE_NAME_3413,诺勒帝
CREATURE_DESC_3413,身为恶魔军队的干部，以及莫铎克的弟子。具有足以抵抗敌防魔法的能力
CREATURE_NAME_3414,查奇奥斯
CREATURE_DESC_3414,世界树的根源在被恶魔能量腐化之后发生了变化。\n是一个享受将敌人击倒后再慢慢蹂躏敌人的怪物
CREATURE_NAME_3415,马彼耶尔
CREATURE_DESC_3415,由于跟魔族的打赌输了，而导致丧心病狂的绝世杀手\n使用受诅咒的剑斩断敌人的回复。
CREATURE_NAME_3416,纽琵司
CREATURE_DESC_3416,拥有石化剧毒的狂暴蝎之女王\n拥有越多的蝎子护卫则变得越强
CREATURE_NAME_3417,裘夏克
CREATURE_DESC_3417,是一个能量被腐蚀而失去理智成为狂战士的兽人酋长，\n受到的伤害越大则变得越强大。
CREATURE_NAME_3418,劳格雷尔
CREATURE_DESC_3418,憎恶荆棘
CREATURE_NAME_3411,蝎尾狮
CREATURE_DESC_3411,狂暴魔兽蝎尾狮与魔族的灵气相互作用后进化为稀有的怪物，\n使用黑暗与火焰，并伴随着它的毒液来击倒敌人。
CREATURE_NAME_3423,诺勒帝
CREATURE_DESC_3423,身为恶魔军队的干部，以及莫铎克的弟子。具有足以抵抗敌防魔法的能力
CREATURE_NAME_3424,查奇奥斯
CREATURE_DESC_3424,世界树的根源在被恶魔能量腐化之后发生了变化。\n是一个享受将敌人击倒后再慢慢蹂躏敌人的怪物
CREATURE_NAME_3421,蝎尾狮
CREATURE_DESC_3421,狂暴魔兽蝎尾狮与魔族的灵气相互作用后进化为稀有的怪物，\n使用黑暗与火焰，并伴随着它的毒液来击倒敌人。
CREATURE_NAME_3426,纽琵司
CREATURE_DESC_3426,拥有石化剧毒的狂暴蝎之女王\n拥有越多的蝎子护卫则变得越强
CREATURE_NAME_3427,裘夏克
CREATURE_DESC_3427,是一个能量被腐蚀而失去理智成为狂战士的兽人酋长，\n受到的伤害越大则变得越强大。
CREATURE_NAME_3429,泰勒法斯
CREATURE_DESC_3429,绝对零度的神兽
CREATURE_NAME_5401,疯狂盗贼
CREATURE_DESC_5401,追求鲜血与战斗的疯狂刺客。原本是一名刺客，但后来变成杀人魔，会施展迅速且强烈的攻击蹂躏敌人。
CREATURE_NAME_4401,火焰之龙
CREATURE_DESC_4401,栖息在火山地带的龙，喷出的火焰会将一切燃烧殆尽。
CREATURE_NAME_4402,冰霜之龙
CREATURE_DESC_4402,栖息在冰河地带的龙，蕴含寒气的气息能冻结一切。
CREATURE_NAME_4403,剧毒之龙
CREATURE_DESC_4403,栖息在密林地带的龙，蕴含强酸的气息能腐蚀一切。
CREATURE_NAME_4404,黑暗之龙
CREATURE_DESC_4404,栖息在暗黑地带的龙，蕴含强烈黑暗的气息能吞噬一切。
CREATURE_NAME_4405,火焰之龙
CREATURE_DESC_4405,栖息在火山地带的龙，喷出的火焰会将一切燃烧殆尽。
CREATURE_NAME_4406,冰霜之龙
CREATURE_DESC_4406,栖息在冰河地带的龙，蕴含寒气的气息能冻结一切。
CREATURE_NAME_4407,剧毒之龙
CREATURE_DESC_4407,栖息在密林地带的龙，蕴含强酸的气息能腐蚀一切。
CREATURE_NAME_4408,黑暗之龙
CREATURE_DESC_4408,栖息在暗黑地带的龙，蕴含强烈黑暗的气息能吞噬一切。
CREATURE_NAME_4411,火焰之龙
CREATURE_DESC_4411,栖息在火山地带的龙，喷出的火焰会将一切燃烧殆尽。
CREATURE_NAME_4412,冰霜之龙
CREATURE_DESC_4412,栖息在冰河地带的龙，蕴含寒气的气息能冻结一切。
CREATURE_NAME_4413,剧毒之龙
CREATURE_DESC_4413,栖息在密林地带的龙，蕴含强酸的气息能腐蚀一切。
CREATURE_NAME_4414,黑暗之龙
CREATURE_DESC_4414,栖息在暗黑地带的龙，蕴含强烈黑暗的气息能吞噬一切。
CREATURE_NAME_4421,火焰之龙
CREATURE_DESC_4421,栖息在火山地带的龙，喷出的火焰会将一切燃烧殆尽。
CREATURE_NAME_4422,冰霜之龙
CREATURE_DESC_4422,栖息在冰河地带的龙，蕴含寒气的气息能冻结一切。
CREATURE_NAME_4423,剧毒之龙
CREATURE_DESC_4423,栖息在密林地带的龙，蕴含强酸的气息能腐蚀一切。
CREATURE_NAME_4424,黑暗之龙
CREATURE_DESC_4424,栖息在暗黑地带的龙，蕴含强烈黑暗的气息能吞噬一切。
CREATURE_NAME_44031,剧毒史莱姆
CREATURE_NAME_44032,剧毒沙虫
CREATURE_NAME_44033,剧毒沙虫
CREATURE_NAME_31001,冰霜巨人格斗家
CREATURE_NAME_31011,冰霜巨人精锐格斗家
CREATURE_NAME_31101,冰霜巨人寒风格斗家
CREATURE_NAME_31002,冰霜巨人猎人
CREATURE_NAME_31003,冰霜巨人魔法师
CREATURE_NAME_31013,冰霜巨人精锐魔法师
CREATURE_NAME_31103,冰霜巨人大魔法师
CREATURE_NAME_31004,冰霜巨人战士
CREATURE_NAME_5501,山脉堡垒
CREATURE_DESC_5501,古代魔导王国的遗产
CREATURE_NAME_55011,小型山脉
CREATURE_NAME_5502,普罗提努斯
CREATURE_NAME_55099,普罗提努斯
CREATURE_DESC_5502,沉没的海底王国统治者
CREATURE_DESC_55099,沉没的海底王国统治者
CREATURE_NAME_55021,幽灵林精
CREATURE_NAME_5503,札娜杜思
CREATURE_DESC_5503,深渊圣母
CREATURE_NAME_55031,深渊诅咒石
CREATURE_NAME_55032,深渊灵魂石
CREATURE_NAME_8501,圣诞节恶灵普罗提努斯
CREATURE_NAME_8502,巨兔露露
CREATURE_NAME_3412,寒冰水晶
CREATURE_DESC_3412,龙召唤的寒冰水晶.
CREATURE_NAME_30007,黄金搬运工
CREATURE_DESC_30007,宝物仓库
NPC_ARENASHOP_WELCOME01,这里是竞技场商店，\n你获得的荣耀点数可以在这里交换等值的物品！
NPC_ARENASHOP_WELCOME02,欢迎光临！\n要买些什么呢？
NPC_ARENASHOP_WELCOME03,欢迎来到竞技场商店！\n我带了一些不错的东西！
NPC_ARENASHOP_BUY01,每次都很感谢你！\n还要买些什么吗？
NPC_ARENASHOP_BUY02,不需要有罪恶感，\n至少这里没有任何人的遗物，哈哈哈！
NPC_ARENASHOP_TOUCH01,不要只是摸摸而已，像个战士一样爽快地买吧！
NPC_ARENASHOP_TOUCH02,我算你便宜点，快点买！
NPC_ARENASHOP_TOUCH03,你不要一直看我，去看看我卖的东西啊！
NPC_ARENASHOP_TOUCH04,偶尔我也会突然非常想去冒险，哈哈哈！
NPC_NORMALSHOP_WELCOME01,欢迎光临，这里是梅伊的综合商店！\n有许多便宜的好东西呦～
NPC_NORMALSHOP_WELCOME02,这是梅伊的综合商店！请尽情地逛吧～
NPC_NORMALSHOP_WELCOME03,欢迎光临！\n今天也有许多好东西哦～
NPC_NORMALSHOP_BUY01,谢谢您购买我们的物品！
NPC_NORMALSHOP_BUY02,谢谢！还有其他需要吗？！
NPC_NORMALSHOP_TOUCH01,来！尽情选购吧！ \n东西非常多喔～
NPC_NORMALSHOP_TOUCH02,咦？你问我东西是从哪来的？嘿嘿..这可是秘密喔～！ ！
NPC_NORMALSHOP_TOUCH03,其实偶尔也会有非常昂贵的物品，嘿嘿！
NPC_NORMALSHOP_TOUCH04,真是可惜，\n这个背包是非卖品唷。
NPC_NORMALSHOP_TOUCH05,嗯！？我脸上有沾到东西吗？！
NPC_NORMALSHOP_TOUCH06,客人！您真是一表人才！应该也有不少金币吧！！
NPC_NORMALSHOP_RECRUIT01,嘿嘿，谢谢～
NPC_NORMALSHOP_RECRUIT02,哇～真的好漂亮～
NPC_NORMALSHOP_RECRUIT03,哇！真的很适合我！谢谢。
NPC_NORMALSHOP_RECRUIT04,哇～我第一次看到这么漂亮的东西～！尺寸刚刚好耶！！
NPC_ARENASHOP_RECRUIT01,送礼时心意比价格更重要！
NPC_ARENASHOP_RECRUIT02,喔？是要给我的吗？谢谢！
NPC_ARENASHOP_RECRUIT03,哇！真的是要给我的吗？
NPC_ARENASHOP_RECRUIT04,什么！？这个真的是要给我吗？！
NPC_BOOKSHOP_WELCOME01,您在寻找智能与知识吗？那您真是来对地方了。
NPC_BOOKSHOP_WELCOME02,请千万不要怠于探究知识。
NPC_BOOKSHOP_WELCOME03,请利用身体与智慧去理解前人的经验。
NPC_BOOKSHOP_BUY01,哈哈哈，真是不错的选择。
NPC_BOOKSHOP_BUY02,呵呵呵，看来你对于探究知识非常有热忱。
NPC_BOOKSHOP_TOUCH01,对我感兴趣是没有任何好处的。
NPC_BOOKSHOP_TOUCH02,您的智慧不够吗？请看书吧。
NPC_BOOKSHOP_TOUCH03,呵呵，我不是智慧的妖精，要我说几次呢？
NPC_BOOKSHOP_TOUCH04,请停止愚蠢的行为，我会忍不住觉得感叹。
NPC_BOOKSHOP_TOUCH05,我看起来像是书吗？请停止令人心寒的行为。
NPC_BOOKSHOP_TOUCH06,必须收集更多知识才行……真是烦恼。
NPC_GOBLINSHOP_WELCOME01,快点来史沛奇的古董摊位！嘻嘻嘻嘻，你有要找的东西吗？
NPC_GOBLINSHOP_WELCOME02,史沛奇卖好东西！你买！
NPC_GOBLINSHOP_WELCOME03,史沛奇今天也有好东西！你买！
NPC_GOBLINSHOP_BUY01,嘻嘻嘻，谢谢你买给我！
NPC_GOBLINSHOP_BUY02,嘻嘻嘻，你买东西！史沛奇开心！
NPC_GOBLINSHOP_TOUCH01,史沛奇不是贩卖的物品！
NPC_GOBLINSHOP_TOUCH02,史沛奇不卖！
NPC_GOBLINSHOP_TOUCH03,史沛奇是自由之身！不卖给你！
NPC_GOBLINSHOP_TOUCH04,干嘛一直戳？！不买就走！
NPC_GOBLINSHOP_TOUCH05,史沛奇不喜欢被戳！史沛奇喜欢给钱的人！
NPC_GOBLINSHOP_TOUCH06,不要戳史沛奇！史沛奇要走了！要去找其他宝物！
NPC_SOULGEMSHOP_WELCOME01,很高兴见到你，我是塔莉萨。
NPC_SOULGEMSHOP_WELCOME02,欢迎光临，今天要买什么呢？
NPC_SOULGEMSHOP_WELCOME03,欢迎光临，让我来猜猜看你在找什么吧？呵呵。
NPC_SOULGEMSHOP_WELCOME04,欢迎光临，我来招待您。
NPC_SOULGEMSHOP_WELCOME05,很高兴见到你，今天也过得愉快吗？
NPC_SOULGEMSHOP_WELCOME06,哈啰，我是活动管理员。
NPC_SOULGEMSHOP_BUY01,谢谢您的购买，勇者。
NPC_SOULGEMSHOP_BUY02,谢谢您的支持，呵呵呵。
NPC_SOULGEMSHOP_BUY03,这样就好了吗？不需要其他东西吗？
NPC_SOULGEMSHOP_BUY04,呵呵，谢谢。
NPC_SOULGEMSHOP_TOUCH01,天啊，您想要我吗？呵呵呵。
NPC_SOULGEMSHOP_TOUCH02,您很在意我吗？呵呵。
NPC_SOULGEMSHOP_TOUCH03,天啊，你的视线还真是炽热，呵呵呵。
NPC_SOULGEMSHOP_TOUCH04,您似乎想要我耶！开玩笑的啦，呵呵呵。
NPC_SOULGEMSHOP_TOUCH05,您说看起来很可疑？才不呢，呵呵呵。
NPC_SOULGEMSHOP_TOUCH06,该怎么做呢……天啊，我并不是在说您，呵呵呵。
NPC_SOULGEMSHOP_TOUCH07,一天的时间太短了！要做的事情很多！忙死了～！
NPC_SOULGEMSHOP_TOUCH08,很高兴见到您，事情还顺利吗？
NPC_SOULGEMSHOP_TOUCH09,您的双眼就和这个水晶一样清澈明亮！
NPC_SOULGEMSHOP_TOUCH10,这里一直都是呈现庆典的气氛呢！
NPC_SOULGEMSHOP_TOUCH11,我会一直帮你加油。
NPC_SOULGEMSHOP_TOUCH12,呵呵，我早就知道您会来找我。
NPC_GUILDSHOP_WELCOME01,初次见面，\n我是公会补给负责人薇若妮卡。
NPC_GUILDSHOP_WELCOME02,欢迎光临，\n您辛苦了。
NPC_GUILDSHOP_WELCOME03,辛苦了，\n是否有需要的物品呢？
NPC_GUILDSHOP_BUY01,补给完成，\n还需要什么吗？
NPC_GUILDSHOP_BUY02,这是发放的物资，\n请您一定要好好保重。
NPC_GUILDSHOP_TOUCH01,……如果您不说来意，\n我会很困扰的。
NPC_GUILDSHOP_TOUCH02,如果您一直看着我，我也会觉得很困扰。
NPC_GUILDSHOP_TOUCH03,我脸上有沾到东西吗？
NPC_GUILDSHOP_TOUCH04,天啊，是我的脸上有沾到墨汁吗？怎么办呢……
NPC_GUILDSHOP_TOUCH05,真、真是害羞，\n请不要一直盯着我看！
NPC_GUILDSHOP_TOUCH06,看到平常就很努力的您…偶尔我…没事，当我没说吧。
NPC_BLACKSHOP_WELCOME01,我有一个您会感兴趣的物品，呵呵呵呵。
NPC_BLACKSHOP_WELCOME02,噢噢噢，欢迎光临。
NPC_BLACKSHOP_WELCOME03,要找什么东西吗？呵呵呵。
NPC_BLACKSHOP_BUY01,嘻嘻嘻嘻，谢谢。
NPC_BLACKSHOP_BUY02,如果有其他想找的东西，随时可以告诉我一声。
NPC_BLACKSHOP_TOUCH01,请不要触碰我的身体。
NPC_BLACKSHOP_TOUCH02,触碰我的身体是非常危险的行为。
NPC_BLACKSHOP_TOUCH03,如果忽略我的警告，总有一天会出事的唷。
NPC_BLACKSHOP_TOUCH04,嘻嘻嘻嘻，开玩笑开得太超过了唷。
NPC_BLACKSHOP_TOUCH05,您以为长袍底下有什么东西呢？为何要这样欺负我呢？呵呵呵呵。
NPC_BLACKSHOP_TOUCH06,如果你看不起我在这里做生意，那我会很伤脑筋，呵呵呵。
NPC_ROYALSHOP_WELCOME01,这里是王宫保管库，有什么事呢？
NPC_ROYALSHOP_WELCOME02,需要任何物品吗？
NPC_ROYALSHOP_WELCOME03,是否需要王室的物品呢？
NPC_ROYALSHOP_BUY01,这笔钱将会为了国家而使用。
NPC_ROYALSHOP_BUY02,王室不会忘记你的奉献。
NPC_ROYALSHOP_TOUCH01,找我有什么事吗？
NPC_ROYALSHOP_TOUCH02,请不要开玩笑，\n我的耐心有限。
NPC_ROYALSHOP_TOUCH03,我代替陛下来到此处，\n请不要对我开玩笑。
NPC_ROYALSHOP_TOUCH04,瞧不起我就等于是\n瞧不起陛下。
NPC_ROYALSHOP_TOUCH05,到此为止吧，如果太超过的话，我也不知道自己会做出什么事。
NPC_ROYALSHOP_TOUCH06,同伴们都在外面和魔物战斗，我到底在做什么呢…
NPC_ROYALSHOP_RECRUIT01,手艺真好啊！
NPC_ROYALSHOP_RECRUIT02,这是你的作品吗？这手可真巧啊！
NPC_ROYALSHOP_RECRUIT03,这么棒的作品真的可以给我吗？
NPC_ROYALSHOP_RECRUIT04,收道这么贵重的物品...\n称的上是艺术的巅峰吧...\n看来我得好好珍藏!
NPC_STOCKADESHOP_WELCOME01,这里可是地下监牢，\n是垃圾集中营，\n你来这做什么呢？
NPC_STOCKADESHOP_WELCOME02,嗯？欢迎！\n虽然这种地方说欢迎似乎不太恰当。
NPC_STOCKADESHOP_WELCOME03,这里有什么好呢？为何你要来呢？\n真是个怪咖。
NPC_STOCKADESHOP_BUY01,虽然不知道是什么，但谢谢你买给我！
NPC_STOCKADESHOP_BUY02,竟然利用这种方式赚钱，看来世界末日已经到来了。
NPC_STOCKADESHOP_TOUCH01,嗯？你在看哪里呢？
NPC_STOCKADESHOP_TOUCH02,喂，你一直看奇怪的地方，小心我揍你！
NPC_STOCKADESHOP_TOUCH03,这个铁锤并不是只会教训犯人而已！
NPC_STOCKADESHOP_TOUCH04,你也想进去里面吗？！
NPC_STOCKADESHOP_TOUCH05,不要烦我！\n你真的是个奇怪的家伙。
NPC_STOCKADESHOP_TOUCH06,你也想被踩扁吗？\n你疯了吗？
NPC_STOCKADESHOP_RECRUIT01,干嘛？
NPC_STOCKADESHOP_RECRUIT02,别做出无谓的行为！
NPC_STOCKADESHOP_RECRUIT03,你好像知道些什么喔？
NPC_STOCKADESHOP_RECRUIT04,我喜欢这个，那我拿走啰。
NPC_HALLOFHERO_WELCOME01,造访英雄殿堂的勇者，\n欢迎你的到来。
NPC_HALLOFHERO_WELCOME02,看来是一个与内在黑暗面战斗的新勇者。
NPC_HALLOFHERO_WELCOME03,我一直在等你。
NPC_HALLOFHERO_BUY01,这是神赐予给你的。
NPC_HALLOFHERO_BUY02,全世界独一无二的圣物。
NPC_HALLOFHERO_TOUCH01,我曾经也和你一样\n有勇气。
NPC_HALLOFHERO_TOUCH02,对我的长相很好奇吗？
