KEY,ChineseTraditional
CREATURE_NAME_7008,骷髏圖騰
CREATURE_DESC_7008,散發只會對未能安息的生物造成影響的邪惡詛咒的圖騰。
CREATURE_NAME_7010,寒冰骷髏黑魔法師
CREATURE_DESC_7010,大概是生前的魔力還殘留著，所以能使用魔法。
CREATURE_NAME_7011,寒冰骷髏突擊兵
CREATURE_DESC_7011,為了追求死亡而努力戰鬥的最前線突擊兵。
CREATURE_NAME_7012,寒冰骷髏弓兵
CREATURE_DESC_7012,能巧妙使用弓的骷髏。
CREATURE_NAME_7013,巨型寒冰骷髏
CREATURE_DESC_7013,穿越次元連接生物體骨頭創造出來的巨大骷髏。
CREATURE_NAME_7014,上古冰霜巨人的頭蓋骨
CREATURE_DESC_7014,擁有彷彿會吞噬一切的巨大嘴巴的頭蓋骨。
CREATURE_NAME_7015,萬聖節骷髏戰士
CREATURE_DESC_7015,戴著南瓜的骷髏戰士
CREATURE_NAME_7016,萬聖節骷髏弓箭手
CREATURE_DESC_7016,戴著南瓜的骷髏弓箭手
CREATURE_NAME_7017,萬聖節南瓜幽靈
CREATURE_DESC_7017,外觀和南瓜一樣的萬聖節幽靈。
CREATURE_NAME_7018,萬聖節骷髏戰士
CREATURE_NAME_7019,萬聖節骷髏魔法師
CREATURE_NAME_7020,南瓜圖騰
CREATURE_NAME_7009,骷髏投石器
CREATURE_DESC_7009,結合各種骨頭的恐怖骷髏投石器。
CREATURE_NAME_7101,骷髏精銳突擊兵
CREATURE_DESC_7101,接受自身的詛咒後變得更強的突擊兵。
CREATURE_NAME_7102,骷髏精銳巨劍兵
CREATURE_DESC_7102,們使用比其他骷髏更重的巨劍。
CREATURE_NAME_7103,骷髏精銳弓兵
CREATURE_DESC_7103,他們的弓術異常優越。
CREATURE_NAME_7104,骷髏精銳黑魔法師
CREATURE_DESC_7104,死亡後擁有更強法力的骷髏魔法師。
CREATURE_NAME_7105,寒冰骷髏精銳黑魔法師
CREATURE_DESC_7105,死後擁有更龐大魔力的寒冰骷髏黑魔法師
CREATURE_NAME_7202,骷髏軍團長官
CREATURE_DESC_7202,他們死前是軍團長官，\n死後成為指揮骷髏軍團的老練長官。
CREATURE_NAME_7206,巨大重甲骷髏
CREATURE_DESC_7206,巨大骷髏穿上堅固重甲後變得更強了。
CREATURE_NAME_8001,野豬
CREATURE_DESC_8001,殘暴的野豬。
CREATURE_NAME_8002,武裝野豬
CREATURE_DESC_8002,受過訓練的武裝野豬。
CREATURE_NAME_8003,野豬
CREATURE_DESC_8003,殘暴的野豬。
CREATURE_NAME_9001,棘刺樹人
CREATURE_DESC_9001,他們的枝幹佈滿鋒利的尖刺。
CREATURE_NAME_9002,拳核樹人
CREATURE_DESC_9002,他們會丟擲硬堅果。
CREATURE_NAME_9003,盤根樹人
CREATURE_DESC_9003,他們看起來比其他樹人更厚重也更強壯。
CREATURE_NAME_9004,寒冰棘刺樹人
CREATURE_NAME_9005,寒冰拳核樹人
CREATURE_NAME_9006,寒冰盤根樹人
CREATURE_NAME_9007,萬聖節拳核樹人
CREATURE_DESC_9007,攜帶南瓜的樹人。
CREATURE_NAME_9008,聖誕節樹人
CREATURE_DESC_9008,若是誤認為是聖誕樹，那就糟糕了！
CREATURE_NAME_9101,盤根樹人
CREATURE_DESC_9101,他們看起來比其他樹人更厚重也更強壯。
CREATURE_NAME_9102,精銳寒冰盤根樹人
CREATURE_DESC_9102,堅硬的粗根已凍結的樹人。
CREATURE_NAME_10001,林精矛兵
CREATURE_DESC_10001,他們用銳利的長矛守衛森林。
CREATURE_NAME_10002,林精樂師
CREATURE_DESC_10002,他們彈奏具有魔力的豎琴。
CREATURE_NAME_10003,林精弓箭手
CREATURE_DESC_10003,邊跑邊發射箭矢的林精。
CREATURE_NAME_10004,林精圖騰
CREATURE_DESC_10004,賦予林精生命力的圖騰。
CREATURE_NAME_10005,寒冰林精矛兵
CREATURE_DESC_10005,利用尖銳長矛守護森林的林精。
CREATURE_NAME_10006,寒冰林精樂師
CREATURE_DESC_10006,他們彈奏具有魔力的豎琴。
CREATURE_NAME_10007,寒冰林精弓箭手
CREATURE_DESC_10007,邊跑邊發射箭矢的林精。
CREATURE_NAME_10101,林精精銳矛兵
CREATURE_DESC_10101,他們似乎比其他的林精更具威力。
CREATURE_NAME_10102,林精精銳樂師
CREATURE_DESC_10102,他們彈奏的音樂具有更強的魔力。
CREATURE_NAME_10103,寒冰林精精銳矛兵
CREATURE_DESC_10103,具備比其他林精更強大力量的林精長矛兵。
CREATURE_NAME_10104,寒冰林精精銳樂師
CREATURE_DESC_10104,他們彈奏的音樂具有更強的魔力。
CREATURE_NAME_10201,林精守護者
CREATURE_DESC_10201,守護林精領域的存在才能獲得的稱號。
CREATURE_NAME_10211,寒冰林精精銳矛兵
CREATURE_DESC_10211,他們似乎比其他的林精更具威力。
CREATURE_NAME_11001,鷹身人矛兵
CREATURE_DESC_11001,使用長矛與盾的鷹身人戰士。
CREATURE_NAME_11002,鷹身人御風者
CREATURE_DESC_11002,使用風能量的鷹身人御風者。
CREATURE_NAME_11003,鷹身人弓兵
CREATURE_DESC_11003,使用容易受風影響的箭翎的鷹身人弓箭手。
CREATURE_NAME_11004,鷹身人圖騰
CREATURE_DESC_11004,利用鷹身人族羽毛裝飾的圖騰。
CREATURE_NAME_11005,寒冰鷹身人矛兵
CREATURE_DESC_11005,使用長矛與盾的鷹身人戰士。
CREATURE_NAME_11006,寒冰鷹身人御風者
CREATURE_DESC_11006,他們使用風能量。
CREATURE_NAME_11007,寒冰鷹身人弓兵
CREATURE_DESC_11007,使用容易受風影響的箭翎的鷹身人弓箭手。
CREATURE_NAME_11008,不死族鹰身人矛兵
CREATURE_NAME_11101,鷹身人精銳矛兵
CREATURE_DESC_11101,指揮級的鷹身人矛兵，速度比其他鷹身人族更快。
CREATURE_NAME_11102,鷹身人精銳御風者
CREATURE_DESC_11102,使用強大風之力的鷹身人御風者。
CREATURE_NAME_11103,寒冰鷹身人精銳矛兵
CREATURE_DESC_11103,指揮級的鷹身人矛兵，速度比其他鷹身人族更快。
CREATURE_NAME_11104,寒冰鷹身人精銳御風者
CREATURE_DESC_11104,使用強大風之力的鷹身人御風者。
CREATURE_NAME_11203,鷹身人弓兵隊長
CREATURE_DESC_11203,鷹身人弓兵當中擁有百發百中實力的精銳才能獲得的稱號。
CREATURE_NAME_12001,黑暗精靈劍士
CREATURE_DESC_12001,他們能施展靈活的劍術。
CREATURE_NAME_12002,黑暗精靈弓箭手
CREATURE_DESC_12002,他們射出月光般的箭矢。
CREATURE_NAME_12003,黑暗精靈刺客
CREATURE_DESC_12003,他們在暗處對敵人伺機而動。
CREATURE_NAME_12004,黑暗精靈魔法師
CREATURE_DESC_12004,他們使用月光魔法。
CREATURE_NAME_12005,月光魔法神器
CREATURE_DESC_12005,能賦予月光魔法強化周圍的友軍，或者可保護不被魔法傷害的神器。
CREATURE_NAME_12006,黑暗精靈弩砲
CREATURE_DESC_12006,黑暗精靈的巨大攻城兵器－弩炮，發射如同柱子般的長矛穿破敵人。
CREATURE_NAME_12011,黑暗精靈精銳劍士
CREATURE_DESC_12011,這些老兵們已活了很長的時間。
CREATURE_NAME_12012,黑暗精靈精銳弓箭手
CREATURE_DESC_12012,他們是黑暗精靈弓箭手中箭術最好的一群。
CREATURE_NAME_12014,黑暗精靈精銳魔法師
CREATURE_DESC_12014,他們使用強化過的月光魔法。
CREATURE_NAME_12101,黑暗精靈劍士團長
CREATURE_DESC_12101,黑暗精靈劍士的團長，施展蘊含月光力量的強大劍氣進行廣範圍攻擊。
CREATURE_NAME_12102,黑暗精靈弓箭手團長
CREATURE_DESC_12102,黑暗精靈弓箭手的團長，發射會同時追蹤多名目標的魔法箭矢。
CREATURE_NAME_12104,黑暗精靈魔法師團長
CREATURE_DESC_12104,黑暗精靈魔法師的團長，使用強大月光魔法對廣範圍敵人造成傷害。
CREATURE_NAME_12801,圖騰
CREATURE_NAME_12802,黑暗精靈吸血鬼
CREATURE_NAME_12803,黑暗精靈吸血鬼
CREATURE_NAME_13001,獰笑面具刺客
CREATURE_DESC_13001,戴著笑臉面具的可疑組織的刺客。
CREATURE_NAME_15001,魔靈劍
CREATURE_DESC_15001,它蘊含惡魔之力，會斬殺任何靠近的活物。
CREATURE_NAME_15002,魔靈盾
CREATURE_DESC_15002,這個堅固的盾蘊含了惡魔之力。
CREATURE_NAME_15003,魔靈矛
CREATURE_DESC_15003,這把銳利的矛蘊含了惡魔之力。
CREATURE_NAME_15004,魔靈鎚
CREATURE_DESC_15004,這把沉重的鎚蘊含了惡魔之力。
CREATURE_NAME_15005,萬聖節幽靈
CREATURE_DESC_15005,戴著白布的萬聖節幽靈。
CREATURE_NAME_16001,噬咬蘑菇
CREATURE_DESC_16001,它有鋒利的牙齒。
CREATURE_NAME_16002,憎惡蘑菇
CREATURE_DESC_16002,它會從身上噴射孢子
CREATURE_NAME_16003,尖刺蘑菇
CREATURE_DESC_16003,它有銳利的棘刺。
CREATURE_NAME_16004,硬蘑菇
CREATURE_DESC_16004,它是包覆著岩石生長的。
CREATURE_NAME_16101,芙拉菇
CREATURE_DESC_16101,與豬籠草混種而成的蘑菇。
CREATURE_NAME_17001,巨顎黃蜂
CREATURE_DESC_17001,牠會以其巨顎噬咬獵物。
CREATURE_NAME_17002,巨鐮黃蜂
CREATURE_DESC_17002,牠的前肢如同巨大的鐮刀。
CREATURE_NAME_17003,毒針黃蜂
CREATURE_DESC_17003,牠會從腹中射出毒針。
CREATURE_NAME_17202,死神鐮刀黃蜂
CREATURE_DESC_17202,前腳如同死神鐮刀般的巨大黃蜂。
CREATURE_NAME_18001,長莖豬籠草
CREATURE_DESC_18001,它會用其特化的枝幹捕捉獵物。
CREATURE_NAME_18002,捕蠅豬籠草
CREATURE_DESC_18002,它的器官能噴射消化液來獵殺獵物。
CREATURE_NAME_18003,巨花豬籠草
CREATURE_DESC_18003,它有巨大的腥臭花朵。
CREATURE_NAME_18004,寒冰長莖豬籠草
CREATURE_DESC_18004,它會用其特化的枝幹捕捉獵物。
CREATURE_NAME_18005,寒冰巨花豬籠草
CREATURE_DESC_18005,它有巨大的腥臭花朵。
CREATURE_NAME_18006,寒冰捕蠅豬籠草
CREATURE_DESC_18006,它的器官能噴射消化液來獵殺獵物。
CREATURE_NAME_18007,萬聖節長莖豬籠草
CREATURE_DESC_18007,附著南瓜藤蔓的南瓜鬼。
CREATURE_NAME_18101,劇毒豬籠草
CREATURE_DESC_18101,散發劇毒的豬籠草。
CREATURE_NAME_18102,寒冰劇毒豬籠草
CREATURE_DESC_18102,散發劇毒的豬籠草。
CREATURE_NAME_19001,植物巨龜
CREATURE_DESC_19001,有植物在其甲殼上生長。
CREATURE_NAME_19002,礦石巨龜
CREATURE_DESC_19002,有礦石附著在其甲殼上。
CREATURE_NAME_19003,寶石巨龜
CREATURE_DESC_19003,魔法寶石在其甲殼上閃閃發光。
CREATURE_NAME_20001,木質寶箱怪
CREATURE_DESC_20001,看起來像一個破舊的木箱
CREATURE_NAME_20002,鐵質寶箱怪
CREATURE_DESC_20002,看起來像一個堅固的鐵寶箱。
CREATURE_NAME_20003,黃金寶箱怪
CREATURE_DESC_20003,看起來非常華麗的黃金寶箱。
CREATURE_NAME_20004,白金寶箱怪
CREATURE_DESC_20004,白金寶箱怪的說明
CREATURE_NAME_20005,禮物寶箱怪
CREATURE_DESC_20005,如果以為是禮物而觸碰的話，可是會受傷喔。
CREATURE_NAME_21001,野狼
CREATURE_DESC_21001,牠會使用尖銳的爪牙獵捕。
CREATURE_NAME_21002,武裝狼
CREATURE_DESC_21002,武裝且受過戰鬥訓練的狼。
CREATURE_NAME_21003,瘟疫狼
CREATURE_DESC_21003,被瘟疫感染而失去理性，會噬咬任何靠近的生物，至死方休。
CREATURE_NAME_21011,野生白狼
CREATURE_DESC_21011,牠會使用尖銳的爪牙獵捕。
CREATURE_NAME_21012,武裝白狼
CREATURE_DESC_21012,武裝且受過戰鬥訓練的狼。
CREATURE_NAME_21021,野生幽靈狼
CREATURE_DESC_21021,牠會使用尖銳的爪牙獵捕。
CREATURE_NAME_21022,野生幽靈狼
CREATURE_DESC_21022,牠會使用尖銳的爪牙獵捕。
CREATURE_NAME_21201,狂暴巨型狼
CREATURE_DESC_21201,狼群的BOSS，擁有巨大身軀的狂暴狼。
CREATURE_NAME_22001,野生角熊
CREATURE_DESC_22001,牠會使用巨角與前掌進行獵殺。
CREATURE_NAME_22002,武裝角熊
CREATURE_DESC_22002,武裝且受過戰鬥訓練的角熊。
CREATURE_NAME_22003,瘟疫角熊
CREATURE_DESC_22003,被瘟疫感染而失去理性，會噬咬任何靠近的生物，至死方休。
CREATURE_NAME_22004,野生角熊
CREATURE_DESC_22004,牠會使用巨角與前掌進行獵殺。
CREATURE_NAME_22201,黑色惡夢角熊
CREATURE_DESC_22201,擁有龐大力量的巨大角熊，被視為惡夢般的存在。
CREATURE_NAME_23001,木柵欄
CREATURE_DESC_23001,使用繩索將木頭牢固綁在一起製成的木牆。
CREATURE_NAME_23002,荊棘柵欄
CREATURE_DESC_23002,鑲嵌有無法赤手空拳觸碰的尖銳荊棘的壁壘。
CREATURE_NAME_23003,骨柵欄
CREATURE_DESC_23003,鑲嵌有讓人無法放心接近的可怕骨頭的壁壘。
CREATURE_NAME_24001,豺狼薩滿
CREATURE_DESC_24001,擅長使用豺狼薩滿族流傳下來的詛咒魔法，會持續使用詛咒魔法讓敵人石化。
CREATURE_NAME_24002,豺狼盾牌戰士
CREATURE_DESC_24002,使用強力鈍器使敵人的豺狼盾牌兵暈眩，不清楚他們的武器是從哪搶來的。
CREATURE_NAME_24003,豺狼投擲兵
CREATURE_DESC_24003,會任意投擲斧頭的豺狼投擲兵，雖然平常都是投擲斧頭，但事實上會投擲手上的所有物品。
CREATURE_NAME_24004,豺狼戰士
CREATURE_DESC_24004,揮動鈍器的豺狼戰士，雖然說是武器，但看起來只是隨便亂揮手上的物品而已。
CREATURE_NAME_24011,豺狼精銳薩滿
CREATURE_DESC_24011,不只會施展詛咒之力，還會使用保護友軍的防護罩的強悍豺狼薩滿，為何豺狼的智商會高到想要保護自己人呢？！
CREATURE_NAME_24012,豺狼精銳盾牌戰士
CREATURE_DESC_24012,提升自身防禦力的強悍豺狼盾牌兵，雖然更強，但卻更愚蠢！因為實在太蠢了，所以似乎不知道疼痛。
CREATURE_NAME_24101,豺狼薩滿長老
CREATURE_DESC_24101,豺狼薩滿的長老，使用吸收其他生物生命力的禁忌咒術，其他咒術也比一般薩滿更強。
CREATURE_NAME_24102,豺狼隊長盾牌戰士
CREATURE_DESC_24102,豺狼盾牌戰士當中身材最龐大且最愚蠢的盾牌戰士，攜帶沉重的鈍器與盾牌，會衝向敵人肆意攻擊。
CREATURE_NAME_25001,平原獵豹
CREATURE_DESC_25001,造成出血傷害的平原獵豹，敏捷的動作與尖銳的牙齒就是猛獸的證據。
CREATURE_NAME_25002,受黑暗支配的獅子
CREATURE_DESC_25002,罹患瘟疫的獅子，被攻擊後就會中劇毒，就算罹患瘟疫也千萬不能忘記牠是強悍的捕食者。
CREATURE_NAME_25003,雪山虎
CREATURE_DESC_25003,散發強烈寒氣的雪山虎，爪上的寒氣會讓敵人凍結。
CREATURE_NAME_25005,聖誕節老虎
CREATURE_DESC_25005,千萬要小心禮物袋不要被強烈的爪撕破。
CREATURE_NAME_26001,火焰幼龍
CREATURE_NAME_26002,藍色幼龍
CREATURE_NAME_26003,劇毒幼龍
CREATURE_NAME_26004,黑色幼龍
CREATURE_NAME_27001,沙漠蠍子
CREATURE_NAME_27002,塔勒錫
CREATURE_NAME_28001,瘋狂九頭蛇
CREATURE_NAME_28002,赤爪九頭蛇
CREATURE_NAME_28003,綠爪九頭蛇
CREATURE_NAME_29001,木乃伊戰士
CREATURE_NAME_29011,狂暴木乃伊戰士
CREATURE_NAME_29101,瘋狂木乃伊戰士
CREATURE_NAME_29002,木乃伊牧師
CREATURE_NAME_29012,墮落木乃伊牧師
CREATURE_NAME_29102,死亡木乃伊牧師
CREATURE_NAME_30001,蜥蜴人士兵
CREATURE_NAME_30011,黃金甲蜥蜴人士兵
CREATURE_NAME_30101,黃金甲蜥蜴人將軍
CREATURE_NAME_30002,蜥蜴人刺客
CREATURE_NAME_30003,蜥蜴人牧師
CREATURE_NAME_30004,蜥蜴人魔法師
CREATURE_NAME_30014,黃金杖蜥蜴人魔法師
CREATURE_NAME_30104,黃金杖蜥蜴人大魔法師
CREATURE_NAME_30005,蜥蜴人圖騰
CREATURE_NAME_30006,蜥蜴人障壁
CREATURE_NAME_2301,鷹身人女王
CREATURE_DESC_2301,身為鷹身人女王，她有巨大的翅膀，並能自由的控制強大的風能量。
CREATURE_NAME_3301,獸人劍士
CREATURE_DESC_3301,真正的獸人指揮官，他強壯到能輕鬆地使用巨劍。
CREATURE_NAME_4301,巫妖
CREATURE_DESC_4301,使用黑暗魔法把不死生物帶回這個世界。\n生前是強大的魔法師，在成為巫妖後仍然擁有很強的魔力。
CREATURE_NAME_5301,黑暗精靈女皇
CREATURE_DESC_5301,在背後操控黑暗精靈的女王，與惡魔締結契約後能使用強大的黑魔法與月光魔法。
CREATURE_NAME_6301,哥德戰士
CREATURE_DESC_6301,魔王召喚的惡魔，同時是惡神的創造物。\n會使用巨大的鐮刀，發出刺耳的吶喊聲。
CREATURE_NAME_7301,龍樹人
CREATURE_DESC_7301,長期居住在森林的樹人結合而為一變成地上最強的存在。
CREATURE_NAME_8301,作戰食人妖
CREATURE_DESC_8301,深居於洞穴深處，力量大到能夠摧毀城堡。
CREATURE_NAME_9301,伊札可
CREATURE_DESC_9301,優秀的伊札可說明2
CREATURE_NAME_10301,塔卡斯
CREATURE_NAME_10401,凱洛茲巴達
CREATURE_NAME_11301,泰勒法斯
CREATURE_DESC_11301,絕對零度的神獸
CREATURE_NAME_2401,巨型史萊姆
CREATURE_DESC_2401,一隻吸收了許多屍體的巨大史萊姆。牠能透過吸收屍體養分來持續重生。
CREATURE_NAME_3401,蠍尾獅
CREATURE_DESC_3401,狂暴魔獸蠍尾獅與魔族的靈氣相互作用後進化為稀有的怪物，\n使用黑暗與火焰，並伴隨著它的毒液來擊倒敵人。
CREATURE_NAME_3402,寒冰水晶
CREATURE_DESC_3402,龍召喚的寒冰水晶。
CREATURE_NAME_3403,諾勒帝
CREATURE_DESC_3403,身為惡魔軍隊的幹部，以及莫鐸克的弟子。\n具有足以抵抗敵防魔法的能力
CREATURE_NAME_3404,查奇奧斯
CREATURE_DESC_3404,世界樹的根源在被惡魔能量腐化之後發生了變化。\n是一個享受將敵人擊倒後在慢慢蹂躪敵人的怪物
CREATURE_NAME_3405,馬彼耶爾
CREATURE_DESC_3405,由於跟魔族的打賭輸了，而導致喪心病狂的絕世殺手\n使用受詛咒的劍斬斷敵人的回復。
CREATURE_NAME_3406,紐琵司
CREATURE_DESC_3406,擁有石化劇毒的狂暴蠍之女王，\n擁有越多的蝎子護衛則變得越強
CREATURE_NAME_3407,裘夏克
CREATURE_DESC_3407,是一個能量被腐蝕而失去理智成為狂戰士的獸人酋長，\n受到的傷害越大則變得越強大。
CREATURE_NAME_3408,蠍尾獅
CREATURE_DESC_3408,狂暴魔獸蠍尾獅與魔族的靈氣相互作用後進化為稀有的怪物，\n使用黑暗與火焰，並伴隨著它的毒液來擊倒敵人。
CREATURE_NAME_3413,諾勒帝
CREATURE_DESC_3413,身為惡魔軍隊的幹部，以及莫鐸克的弟子。具有足以抵抗敵防魔法的能力
CREATURE_NAME_3414,查奇奧斯
CREATURE_DESC_3414,世界樹的根源在被惡魔能量腐化之後發生了變化。\n是一個享受將敵人擊倒後再慢慢蹂躪敵人的怪物
CREATURE_NAME_3415,馬彼耶爾
CREATURE_DESC_3415,由於跟魔族的打賭輸了，而導致喪心病狂的絕世殺手\n使用受詛咒的劍斬斷敵人的回復。
CREATURE_NAME_3416,紐琵司
CREATURE_DESC_3416,擁有石化劇毒的狂暴蠍之女王\n擁有越多的蝎子護衛則變得越強
CREATURE_NAME_3417,裘夏克
CREATURE_DESC_3417,是一個能量被腐蝕而失去理智成為狂戰士的獸人酋長，\n受到的傷害越大則變得越強大。
CREATURE_NAME_3418,勞格雷爾
CREATURE_DESC_3418,憎惡荊棘
CREATURE_NAME_3411,蠍尾獅
CREATURE_DESC_3411,狂暴魔獸蠍尾獅與魔族的靈氣相互作用後進化為稀有的怪物，\n使用黑暗與火焰，並伴隨著它的毒液來擊倒敵人。
CREATURE_NAME_3423,諾勒帝
CREATURE_DESC_3423,身為惡魔軍隊的幹部，以及莫鐸克的弟子。具有足以抵抗敵防魔法的能力
CREATURE_NAME_3424,查奇奧斯
CREATURE_DESC_3424,世界樹的根源在被惡魔能量腐化之後發生了變化。\n是一個享受將敵人擊倒後再慢慢蹂躪敵人的怪物
CREATURE_NAME_3421,蠍尾獅
CREATURE_DESC_3421,狂暴魔獸蠍尾獅與魔族的靈氣相互作用後進化為稀有的怪物，\n使用黑暗與火焰，並伴隨著它的毒液來擊倒敵人。
CREATURE_NAME_3426,紐琵司
CREATURE_DESC_3426,擁有石化劇毒的狂暴蠍之女王\n擁有越多的蝎子護衛則變得越強
CREATURE_NAME_3427,裘夏克
CREATURE_DESC_3427,是一個能量被腐蝕而失去理智成為狂戰士的獸人酋長，\n受到的傷害越大則變得越強大。
CREATURE_NAME_3429,泰勒法斯
CREATURE_DESC_3429,絕對零度的神獸
CREATURE_NAME_5401,瘋狂盜賊
CREATURE_DESC_5401,追求鮮血與戰鬥的瘋狂刺客。原本是一名刺客，但後來變成殺人魔，會施展迅速且強烈的攻擊蹂躪敵人。
CREATURE_NAME_4401,火焰之龍
CREATURE_DESC_4401,棲息在火山地帶的龍，噴出的火焰會將一切燃燒殆盡。
CREATURE_NAME_4402,冰霜之龍
CREATURE_DESC_4402,棲息在冰河地帶的龍，蘊含寒氣的氣息能凍結一切。
CREATURE_NAME_4403,劇毒之龍
CREATURE_DESC_4403,棲息在密林地帶的龍，蘊含強酸的氣息能腐蝕一切。
CREATURE_NAME_4404,黑暗之龍
CREATURE_DESC_4404,棲息在暗黑地帶的龍，蘊含強烈黑暗的氣息能吞噬一切。
CREATURE_NAME_4405,火焰之龍
CREATURE_DESC_4405,棲息在火山地帶的龍，噴出的火焰會將一切燃燒殆盡。
CREATURE_NAME_4406,冰霜之龍
CREATURE_DESC_4406,棲息在冰河地帶的龍，蘊含寒氣的氣息能凍結一切。
CREATURE_NAME_4407,劇毒之龍
CREATURE_DESC_4407,棲息在密林地帶的龍，蘊含強酸的氣息能腐蝕一切。
CREATURE_NAME_4408,黑暗之龍
CREATURE_DESC_4408,棲息在暗黑地帶的龍，蘊含強烈黑暗的氣息能吞噬一切。
CREATURE_NAME_4411,火焰之龍
CREATURE_DESC_4411,棲息在火山地帶的龍，噴出的火焰會將一切燃燒殆盡。
CREATURE_NAME_4412,冰霜之龍
CREATURE_DESC_4412,棲息在冰河地帶的龍，蘊含寒氣的氣息能凍結一切。
CREATURE_NAME_4413,劇毒之龍
CREATURE_DESC_4413,棲息在密林地帶的龍，蘊含強酸的氣息能腐蝕一切。
CREATURE_NAME_4414,黑暗之龍
CREATURE_DESC_4414,棲息在暗黑地帶的龍，蘊含強烈黑暗的氣息能吞噬一切。
CREATURE_NAME_4421,火焰之龍
CREATURE_DESC_4421,棲息在火山地帶的龍，噴出的火焰會將一切燃燒殆盡。
CREATURE_NAME_4422,冰霜之龍
CREATURE_DESC_4422,棲息在冰河地帶的龍，蘊含寒氣的氣息能凍結一切。
CREATURE_NAME_4423,劇毒之龍
CREATURE_DESC_4423,棲息在密林地帶的龍，蘊含強酸的氣息能腐蝕一切。
CREATURE_NAME_4424,黑暗之龍
CREATURE_DESC_4424,棲息在暗黑地帶的龍，蘊含強烈黑暗的氣息能吞噬一切。
CREATURE_NAME_44031,劇毒史萊姆
CREATURE_NAME_44032,劇毒沙蟲
CREATURE_NAME_44033,劇毒沙蟲
CREATURE_NAME_31001,冰霜巨人格鬥家
CREATURE_NAME_31011,冰霜巨人精銳格鬥家
CREATURE_NAME_31101,冰霜巨人寒風格鬥家
CREATURE_NAME_31002,冰霜巨人獵人
CREATURE_NAME_31003,冰霜巨人魔法師
CREATURE_NAME_31013,冰霜巨人精銳魔法師
CREATURE_NAME_31103,冰霜巨人大魔法師
CREATURE_NAME_31004,冰霜巨人戰士
CREATURE_NAME_5501,山脈堡壘
CREATURE_DESC_5501,古代魔導王國的遺產
CREATURE_NAME_55011,小型山脈
CREATURE_NAME_5502,普羅提努斯
CREATURE_NAME_55099,普羅提努斯
CREATURE_DESC_5502,沉沒的海底王國統治者
CREATURE_DESC_55099,沉沒的海底王國統治者
CREATURE_NAME_55021,幽靈林精
CREATURE_NAME_5503,札娜杜思
CREATURE_DESC_5503,深淵聖母
CREATURE_NAME_55031,深淵詛咒石
CREATURE_NAME_55032,深淵靈魂石
CREATURE_NAME_8501,聖誕節惡靈普羅提努斯
CREATURE_NAME_8502,巨兔露露
CREATURE_NAME_3412,寒冰水晶
CREATURE_DESC_3412,龍召喚的寒冰水晶.
CREATURE_NAME_30007,黃金搬運工
CREATURE_DESC_30007,寶物倉庫
NPC_ARENASHOP_WELCOME01,這裡是競技場商店，\n你獲得的榮耀點數可以在這裡交換等值的物品！
NPC_ARENASHOP_WELCOME02,歡迎光臨！\n要買些什麼呢？
NPC_ARENASHOP_WELCOME03,歡迎來到競技場商店！\n我帶了一些不錯的東西！
NPC_ARENASHOP_BUY01,每次都很感謝你！\n還要買些什麼嗎？
NPC_ARENASHOP_BUY02,不需要有罪惡感，\n至少這裡沒有任何人的遺物，哈哈哈！
NPC_ARENASHOP_TOUCH01,不要只是摸摸而已，像個戰士一樣爽快地買吧！
NPC_ARENASHOP_TOUCH02,我算你便宜點，快點買！
NPC_ARENASHOP_TOUCH03,你不要一直看我，去看看我賣的東西啊！
NPC_ARENASHOP_TOUCH04,偶爾我也會突然非常想去冒險，哈哈哈！
NPC_NORMALSHOP_WELCOME01,歡迎光臨，這裡是梅伊的綜合商店！\n有許多便宜的好東西呦～
NPC_NORMALSHOP_WELCOME02,這是梅伊的綜合商店！請盡情地逛吧～
NPC_NORMALSHOP_WELCOME03,歡迎光臨！\n今天也有許多好東西喔～
NPC_NORMALSHOP_BUY01,謝謝您購買我們的物品！
NPC_NORMALSHOP_BUY02,謝謝！還有其他需要嗎？！
NPC_NORMALSHOP_TOUCH01,來！盡情選購吧！\n東西非常多喔～
NPC_NORMALSHOP_TOUCH02,咦？你問我東西是從哪來的？嘿嘿..這可是秘密喔～！！
NPC_NORMALSHOP_TOUCH03,其實偶爾也會有非常昂貴的物品，嘿嘿！
NPC_NORMALSHOP_TOUCH04,真是可惜，\n這個背包是非賣品唷。
NPC_NORMALSHOP_TOUCH05,嗯！？我臉上有沾到東西嗎？！
NPC_NORMALSHOP_TOUCH06,客人！您真是一表人才！應該也有不少金幣吧！！
NPC_NORMALSHOP_RECRUIT01,嘿嘿，謝謝～
NPC_NORMALSHOP_RECRUIT02,哇～真的好漂亮～
NPC_NORMALSHOP_RECRUIT03,哇！真的很適合我！謝謝。
NPC_NORMALSHOP_RECRUIT04,哇～我第一次看到這麼漂亮的東西～！尺寸剛剛好耶！！
NPC_ARENASHOP_RECRUIT01,送禮時心意比價格更重要！
NPC_ARENASHOP_RECRUIT02,喔？是要給我的嗎？謝謝！
NPC_ARENASHOP_RECRUIT03,哇！真的是要給我的嗎？
NPC_ARENASHOP_RECRUIT04,什麼！？這個真的是要給我嗎？！
NPC_BOOKSHOP_WELCOME01,您在尋找智慧與知識嗎？那您真是來對地方了。
NPC_BOOKSHOP_WELCOME02,請千萬不要怠於探究知識。
NPC_BOOKSHOP_WELCOME03,請利用身體與智慧去理解前人的經驗。
