KEY,Russian
CREATURE_NAME_11004,Тотем гарпий
CREATURE_DESC_11004,Красивый тотем с перьями гарпий.
CREATURE_NAME_11005,Ледяная гарпия-копейщик
CREATURE_DESC_11005,Использует копье и щит.
CREATURE_NAME_11006,Ледяная гарпия-хозяйка ветра
CREATURE_DESC_11006,Использует энергию ветра.
CREATURE_NAME_11007,Ледяная гарпия-лучник
CREATURE_DESC_11007,"Использует перья, которые летят по ветру."
CREATURE_NAME_11008,Гарпия-нежить копейщик
CREATURE_NAME_11101,Элитная гарпия-копейщик
CREATURE_DESC_11101,"Командир копейщиков, летает быстрее других гарпий."
CREATURE_NAME_11102,Элитная гарпия-хозяйка ветра
CREATURE_DESC_11102,Использует мощную энергию ветра.
CREATURE_NAME_11103,Элитная ледяная гарпия-копейщик
CREATURE_DESC_11103,"Командир копейщиков, летает быстрее других гарпий."
CREATURE_NAME_11104,Элитная ледяная гарпия-хозяйка ветра
CREATURE_DESC_11104,Использует мощную энергию ветра.
CREATURE_NAME_11203,Командир гарпий-лучников
CREATURE_DESC_11203,"Титул, присуждаемый только лучшим гарпиям-лучникам."
CREATURE_NAME_12001,Темный эльф-мечник
CREATURE_DESC_12001,Владеет техникой боя на мечах.
CREATURE_NAME_12002,Темный эльф-лучник
CREATURE_DESC_12002,"Использует стрелы, похожие на лунный свет."
CREATURE_NAME_12003,Темный эльф-убийца
CREATURE_DESC_12003,Преследует врагов даже в темноте.
CREATURE_NAME_12004,Темный эльф-маг
CREATURE_DESC_12004,Использует лунную магию.
CREATURE_NAME_12005,Магическая реликвия лунного света
CREATURE_DESC_12005,"Реликвия, зачарованная магией лунного света, усиливает или защищает союзников."
CREATURE_NAME_12006,Баллиста темных эльфов
CREATURE_DESC_12006,"Гигантское осадное оружие темных эльфов. Пронзает врагов, запуская стрелы размером со столб."
CREATURE_NAME_12011,Элитный темный эльф-мечник
CREATURE_DESC_12011,Ветеран из числа эльфов-долгожителей.
CREATURE_NAME_12012,Элитный темный эльф-лучник
CREATURE_DESC_12012,Обладает лучшими навыками стрельбы среди эльфов-лучников.
CREATURE_NAME_12014,Элитный темный эльф-маг
CREATURE_DESC_12014,Использует усиленную лунную магию.
CREATURE_NAME_12101,Глава темных эльфов-мечников
CREATURE_DESC_12101,"Лидер темных эльфов-мечников. Использует меч, зачарованный энергией луны, чтобы атаковать широкую область."
CREATURE_NAME_12102,Глава темных эльфов-лучников
CREATURE_DESC_12102,"Лидер темных эльфов-лучников. Использует магические стрелы, которые преследуют несколько целей."
CREATURE_NAME_12104,Глава темных эльфов-магов
CREATURE_DESC_12104,"Лидер темных эльфов-магов. Использует магическое умение, наполненное лунной силой, чтобы атаковать широкую область."
CREATURE_NAME_12801,Тотем
CREATURE_NAME_12802,Темный эльф Вампир
CREATURE_NAME_12803,Темный эльф Вампир
CREATURE_NAME_13001,Убийца Смеющейся маски
CREATURE_DESC_13001,"Теневая группа убийц, которые носят маски со смеющимся выражением."
CREATURE_NAME_15001,Живой меч
CREATURE_DESC_15001,"Разрезает любое живое существо рядом, содержит силу демонов."
CREATURE_NAME_15002,Живой щит
CREATURE_DESC_15002,"Призрак, одетый в белые одежды."
CREATURE_NAME_15003,Живое копье
CREATURE_DESC_15003,Пропитано силой демонов.
CREATURE_NAME_15004,Живой молот
CREATURE_DESC_15004,Пропитан силой демонов.
CREATURE_NAME_15005,Призрак 'Хеллоуин'
CREATURE_DESC_15005,"Призрак, одетый в белые одежды."
CREATURE_NAME_16001,Кусачий морум
CREATURE_DESC_16001,У него очень острые зубы.
CREATURE_NAME_16002,Отвратительный морум
CREATURE_DESC_16002,Выпускает споры.
CREATURE_NAME_16003,Жалящий морум
CREATURE_DESC_16003,У него острые шипы.
CREATURE_NAME_16004,Твердый морум
CREATURE_DESC_16004,Растет с камнями.
CREATURE_NAME_16101,Флафла
CREATURE_DESC_16101,Гибрид морума и непентеса.
CREATURE_NAME_17001,Большеротая оса
CREATURE_DESC_17001,Кусает жертву огромными челюстями.
CREATURE_NAME_17002,Гигантская оса
CREATURE_DESC_17002,Ее передние ноги похожи на огромные косы.
CREATURE_NAME_17003,Оса с ядовитым жалом
CREATURE_DESC_17003,Стреляет отравленными иглами из брюшка.
CREATURE_NAME_17202,Оса-жнец
CREATURE_DESC_17202,Ее передние ноги напоминают большие косы.
CREATURE_NAME_18001,Непентес-лиана
CREATURE_DESC_18001,Захватывает врага длинными стеблями.
CREATURE_NAME_18002,Венерина мухоловка
CREATURE_DESC_18002,"Охотится, стреляя пищеварительным соком."
CREATURE_NAME_18003,Цветущий непентес
CREATURE_DESC_18003,У него огромный вонючий цветок.
CREATURE_NAME_18004,Непентес-лиана
CREATURE_DESC_18004,Захватывает врага длинными стеблями.
CREATURE_NAME_18005,Цветущий непентес
CREATURE_DESC_18005,У него огромный вонючий цветок.
CREATURE_NAME_18006,Ледяная Венерина мухоловка
CREATURE_DESC_18006,"Охотится, стреляя пищеварительным соком."
CREATURE_NAME_18007,Непентесы Хеллоуина
CREATURE_DESC_18007,Призрачная тыква с лианами.
CREATURE_NAME_18101,Ядовитый непентес
CREATURE_DESC_18101,Плюется ядом.
CREATURE_NAME_18102,Ядовитый непентес
CREATURE_DESC_18102,Плюется ядом.
CREATURE_NAME_19001,Черепаха-растение
CREATURE_DESC_19001,У нее на панцире растения.
CREATURE_NAME_19002,Рудная черепаха
CREATURE_DESC_19002,У нее на панцире руда.
CREATURE_NAME_19003,Самоцветная черепаха
CREATURE_DESC_19003,У нее на панцире магические драгоценные камни.
CREATURE_NAME_20001,Деревянный мимик
CREATURE_DESC_20001,Похож на потертый деревянный сундук.
CREATURE_NAME_20002,Железный мимик
CREATURE_DESC_20002,Похож на крепкий железный сундук.
CREATURE_NAME_20003,Золотой мимик
CREATURE_DESC_20003,Похож на роскошный золотой сундук.
CREATURE_NAME_20004,Платиновый мимик
CREATURE_DESC_20004,Описание платинового мимика
CREATURE_NAME_20005,Поддельная Коробка с Подарком
CREATURE_DESC_20005,Описание платинового мимика
CREATURE_NAME_21001,Дикий волк
CREATURE_DESC_21001,Охотится при помощи острых зубов и когтей.
CREATURE_NAME_21002,Вооруженный волк
CREATURE_DESC_21002,Вооружен и обучен.
CREATURE_NAME_21003,Чумной волк
CREATURE_DESC_21003,"Заражен чумой. Потерял разум, кусает всех живых существ, пока не умрет."
CREATURE_NAME_21011,Дикий белый волк
CREATURE_DESC_21011,Охотится при помощи острых зубов и когтей.
CREATURE_NAME_21012,Вооруженный белый волк
CREATURE_DESC_21012,Вооружен и обучен.
CREATURE_NAME_21021,Дикий призрачный волк
CREATURE_DESC_21021,Охотится при помощи острых зубов и когтей.
CREATURE_NAME_21022,Дикий призрачный волк
CREATURE_DESC_21022,Охотится при помощи острых зубов и когтей.
CREATURE_NAME_21201,Злобный гигантский волк
CREATURE_DESC_21201,Гигантский главарь волчьей стаи.
CREATURE_NAME_22001,Дикий рогатый медведь
CREATURE_DESC_22001,Охотится при помощи огромных рогов и передних лап.
CREATURE_NAME_22002,Вооруженный рогатый медведь
CREATURE_DESC_22002,Вооружен и обучен.
CREATURE_NAME_22003,Чумной рогатый медведь
CREATURE_DESC_22003,"Заражен чумой. Потерял разум, кусает всех живых существ, пока не умрет."
CREATURE_NAME_22004,Дикий рогатый медведь
CREATURE_DESC_22004,Охотится при помощи огромных рогов и передних лап.
CREATURE_NAME_22201,Кошмарный рогатый медведь
CREATURE_DESC_22201,"Очень мощный рогатый медведь, ночной кошмар всех людей."
CREATURE_NAME_23001,Баррикада из дерева
CREATURE_DESC_23001,"Стена из деревьев, прочно связанных веревкой."
CREATURE_NAME_23002,Баррикада с шипами
CREATURE_DESC_23002,"Усеяна очень острыми шипами, которых нельзя коснуться голыми руками."
CREATURE_NAME_23003,Костяная баррикада
CREATURE_DESC_23003,"Стена, покрытая ужасными колючими костями."
CREATURE_NAME_24001,Гнолл-шаман
CREATURE_DESC_24001,"Шаман гноллов, владеющий искусством проклятий, полученным от предков. Мешает врагам, постоянно накладывая проклятия."
CREATURE_NAME_24002,Гнолл-щитовик
CREATURE_DESC_24002,"Воин гноллов, который оглушает врагов молотом. Никто не знает, у кого он отнял свое снаряжение."
CREATURE_NAME_24003,Гнолл-метатель
CREATURE_DESC_24003,"Воин гноллов, который бросается топорами. Хотя на самом деле он бросает все, что попадется под руку."
CREATURE_NAME_24004,Гнолл-воин
CREATURE_DESC_24004,"Размахивает дубиной как попало. Это зовется оружием, но на самом деле он машет всем, с чем может управиться."
CREATURE_NAME_24011,Элитный гнолл-шаман
CREATURE_DESC_24011,"Сильный шаман, который не только использует проклятия, но и защищает союзников. Трудно понять, как гноллы вообще додумались защищать союзников."
CREATURE_NAME_24012,Элитный гнолл-щитовик
CREATURE_DESC_24012,"Мощный воин гноллов с высокой защитой. Он еще сильнее и тупее. Настолько туп, что не чувствует боли."
CREATURE_NAME_24101,Старейшина гноллов-шаманов
CREATURE_DESC_24101,"Старейшина гноллов-шаманов. Использует запрещенные заклинания, которые поглощают жизнь других существ. Сильнее других шаманов."
CREATURE_NAME_24102,Командир гноллов-щитовиков
CREATURE_DESC_24102,Самый невежественный и мощный гнолл-щитовик. Беспорядочно атакует врагов тяжелой булавой и щитом.
CREATURE_NAME_25001,Равнинный леопард
CREATURE_DESC_25001,"Его урон вызывает кровотечение. А быстрые движения и острые зубы доказывают, что это жестокий зверь."
CREATURE_NAME_25002,Чумной лев
CREATURE_DESC_25002,"Заражен чумой. При нападении может занести серьезную инфекцию. Не забывайте, что это все еще ужасный хищник, хотя он и болен."
CREATURE_NAME_25003,Морозный тигр
CREATURE_DESC_25003,Владеет энергией сильного холода. Его мощные когти могут замораживать врагов.
CREATURE_NAME_25005,Рождественский Тигр
CREATURE_DESC_25005,Владеет энергией сильного холода. Его мощные когти могут замораживать врагов.
CREATURE_NAME_26001,Огненная личинка
CREATURE_NAME_26002,Синяя личинка
CREATURE_NAME_26003,Ядовитая личинка
CREATURE_NAME_26004,Черная личинка
CREATURE_NAME_27001,Пустынный скорпион
CREATURE_NAME_27002,Тарсиль
CREATURE_NAME_28001,Гидра-берсерк
CREATURE_NAME_28002,Красногривая гидра
CREATURE_NAME_28003,Зеленогривая гидра
CREATURE_NAME_29001,Мумия-воин
CREATURE_NAME_29011,Яростная мумия-воин
CREATURE_NAME_29101,Мумия-берсерк
CREATURE_NAME_29002,Мумия-жрец
CREATURE_NAME_29012,Проклятая мумия-жрец
CREATURE_NAME_29102,Мумия-жрец смерти
CREATURE_NAME_30001,Ящер-солдат
CREATURE_NAME_30011,Золотой ящер-солдат
CREATURE_NAME_30101,Золотой ящер-командир
CREATURE_NAME_30002,Ящер-убийца
CREATURE_NAME_30003,Ящер-жрец
CREATURE_NAME_30004,Ящер-маг
CREATURE_NAME_30014,Ящер-маг с золотым посохом
CREATURE_NAME_30104,Ящер-архимаг с золотым посохом
CREATURE_NAME_30005,Тотем ящеров
CREATURE_NAME_30006,Баррикада ящеров
CREATURE_NAME_2301,Королева гарпий
CREATURE_DESC_2301,"У нее большие крылья, легко справляется с мощной энергией ветра."
CREATURE_NAME_3301,Орк-мечник
CREATURE_DESC_3301,"Настоящий командир орков, очень силен, использует огромный меч."
CREATURE_NAME_4301,Лич
CREATURE_DESC_4301,"Принес нежить в этот мир, используя темную магию.\nВ прошлом сильный волшебник, по-прежнему обладает магическими способностями."
CREATURE_NAME_5301,Королева темных эльфов
CREATURE_DESC_5301,"Скрытно манипулирует темными эльфами. Заключила контракт с демоном, использует темную магию и магию лунного света."
CREATURE_NAME_6301,Воин-варвар
CREATURE_DESC_6301,"Демон, призванный темным лордом, создание Бога зла.\nВладеет гигантской косой и издает крики, разрывающие барабанные перепонки."
CREATURE_NAME_7301,Дракон-энт
CREATURE_DESC_7301,"Создан путем смешения злобных духов и множества старых энтов, одно из самых сильных существ в мире."
CREATURE_NAME_8301,Боевой тролль
CREATURE_DESC_8301,"Заперт глубоко в пещере. Достаточно силен, чтобы снести замок."
CREATURE_NAME_9301,Изакер
CREATURE_DESC_9301,Описание Изакера 2
CREATURE_NAME_10301,Таркас
CREATURE_NAME_10401,Гелопаста
CREATURE_NAME_11301,Тирпас
CREATURE_DESC_11301,Священный Зверь Абсолютного ноля
CREATURE_NAME_2401,Гигантская слизь
CREATURE_DESC_2401,"Выросла, поглотив множество трупов. Восстанавливается, питаясь останками."
CREATURE_NAME_3401,Мантикора
CREATURE_DESC_3401,"Химера, легендарная мантикора, мутировавшая под воздействием демонов.\nИспользуя стихию огня, тьму, а также свой яд, она ослабляет врагов."
CREATURE_NAME_3402,Ледяной кристалл
CREATURE_DESC_3402,"Кристалл, призванный драконом."
CREATURE_NAME_3403,Нордик
CREATURE_DESC_3403,"Капитан армии демонов, ученик Мальдука.\nМожет противостоять вражеской магии."
CREATURE_NAME_3404,Джакиос
CREATURE_DESC_3404,"Корень Древа мира, мутировавший после повреждения демонической энергией.\nЖестокое дерево, которое медленно сокрушает врагов, сбив их с ног."
CREATURE_NAME_3405,Мавиэль
CREATURE_DESC_3405,"Грозный убийца, потерявший рассудок в споре с демонами.\nЕго проклятые кинжалы прерывают вражеское исцеление."
CREATURE_NAME_3406,Нубис
CREATURE_DESC_3406,"Свирепая королева скорпионов, известная парализующим ядом.\nЧем больше у нее телохранителей, тем мощнее она становится."
CREATURE_NAME_3407,Гушак
CREATURE_DESC_3407,"Легендарный вождь орков, потерявший разум из-за демонической энергии.\nЧем больше урона он получает, тем мощнее становится."
CREATURE_NAME_3408,Мантикора
CREATURE_DESC_3408,"Химера, легендарная мантикора, мутировавшая под воздействием демонов.\nИспользуя стихию огня, тьму, а также свой яд, она ослабляет врагов."
CREATURE_NAME_3413,Нордик
CREATURE_DESC_3413,"Капитан армии демонов, ученик Мальдука.\nМожет противостоять вражеской магии."
CREATURE_NAME_3414,Джакиос
CREATURE_DESC_3414,"Корень Древа мира, мутировавший после повреждения демонической энергией.\nЖестокое дерево, которое медленно сокрушает врагов, сбив их с ног."
CREATURE_NAME_3415,Мавиэль
CREATURE_DESC_3415,"Грозный убийца, потерявший рассудок в споре с демонами.\nЕго проклятые кинжалы прерывают вражеское исцеление."
CREATURE_NAME_3416,Нубис
CREATURE_DESC_3416,"Свирепая королева скорпионов, известная парализующим ядом.\nЧем больше у нее телохранителей, тем мощнее она становится."
CREATURE_NAME_3417,Гушак
CREATURE_DESC_3417,"Легендарный вождь орков, потерявший разум из-за демонической энергии.\nЧем больше урона он получает, тем мощнее становится."
CREATURE_NAME_3418,Лакрейл
CREATURE_DESC_3418,Столбы Гнева
CREATURE_NAME_3411,Мантикора
CREATURE_DESC_3411,"Химера, легендарная мантикора, мутировавшая под воздействием демонов.\nИспользуя стихию огня, тьму, а также свой яд, она ослабляет врагов."
CREATURE_NAME_3423,Нордик
CREATURE_DESC_3423,"Капитан армии демонов, ученик Мальдука.\nМожет противостоять вражеской магии."
CREATURE_NAME_3424,Джакиос
CREATURE_DESC_3424,"Корень Древа мира, мутировавший после повреждения демонической энергией.\nЖестокое дерево, которое медленно сокрушает врагов, сбив их с ног."
CREATURE_NAME_3421,Мантикора
CREATURE_DESC_3421,"Химера, легендарная мантикора, мутировавшая под воздействием демонов.\nИспользуя стихию огня, тьму, а также свой яд, она ослабляет врагов."
CREATURE_NAME_3426,Нубис
CREATURE_DESC_3426,"Свирепая королева скорпионов, известная парализующим ядом.\nЧем больше у нее телохранителей, тем мощнее она становится."
CREATURE_NAME_3427,Гушак
CREATURE_DESC_3427,"Легендарный вождь орков, потерявший разум из-за демонической энергии.\nЧем больше урона он получает, тем мощнее становится."
CREATURE_NAME_3429,Тирпас
CREATURE_DESC_3429,Священный Зверь Абсолютного ноля
CREATURE_NAME_5401,Безумный вор
CREATURE_DESC_5401,"Безумный убийца, помешанный на крови и битвах. Предпочел стать просто убийцей, а не ассасином. Уничтожает врагов быстрыми, смертельными атаками."
CREATURE_NAME_4401,Огненный дракон
CREATURE_DESC_4401,Обитает в вулканических районах. Его огненное дыхание способно сжечь все дотла.
CREATURE_NAME_4402,Ледяной дракон
CREATURE_DESC_4402,Обитает в ледниковых зонах. Его ледяное дыхание способно заморозить все на свете.
CREATURE_NAME_4403,Ядовитый дракон
CREATURE_DESC_4403,Обитает в лесах и джунглях. Его кислотное дыхание способно расплавить все.
CREATURE_NAME_4404,Черный дракон
CREATURE_DESC_4404,Обитает в зараженных зонах. Его темное дыхание способно стереть целые страны.
CREATURE_NAME_4405,Огненный дракон
CREATURE_DESC_4405,Обитает в вулканических районах. Его огненное дыхание способно сжечь все дотла.
CREATURE_NAME_4406,Ледяной дракон
CREATURE_DESC_4406,Обитает в ледниковых зонах. Его ледяное дыхание способно заморозить все на свете.
CREATURE_NAME_4407,Ядовитый дракон
CREATURE_DESC_4407,Обитает в лесах и джунглях. Его кислотное дыхание способно расплавить все.
CREATURE_NAME_4408,Черный дракон
CREATURE_DESC_4408,Обитает в зараженных зонах. Его темное дыхание способно стереть целые страны.
CREATURE_NAME_4411,Огненный дракон
CREATURE_DESC_4411,Обитает в вулканических районах. Его огненное дыхание способно сжечь все дотла.
CREATURE_NAME_4412,Ледяной дракон
CREATURE_DESC_4412,Обитает в ледниковых зонах. Его ледяное дыхание способно заморозить все на свете.
CREATURE_NAME_4413,Ядовитый дракон
CREATURE_DESC_4413,Обитает в лесах и джунглях. Его кислотное дыхание способно расплавить все.
CREATURE_NAME_4414,Черный дракон
CREATURE_DESC_4414,Обитает в зараженных зонах. Его темное дыхание способно стереть целые страны.
CREATURE_NAME_4421,Огненный дракон
CREATURE_DESC_4421,Обитает в вулканических районах. Его огненное дыхание способно сжечь все дотла.
CREATURE_NAME_4422,Ледяной дракон
CREATURE_DESC_4422,Обитает в ледниковых зонах. Его ледяное дыхание способно заморозить все на свете.
CREATURE_NAME_4423,Ядовитый дракон
CREATURE_DESC_4423,Обитает в лесах и джунглях. Его кислотное дыхание способно расплавить все.
CREATURE_NAME_4424,Черный дракон
CREATURE_DESC_4424,Обитает в зараженных зонах. Его темное дыхание способно стереть целые страны.
CREATURE_NAME_44031,Ядовитая слизь
CREATURE_NAME_44032,Ядовитый червь
CREATURE_NAME_44033,Ядовитый червь
CREATURE_NAME_31001,Ледяной гигант-боец
CREATURE_NAME_31011,Элитный ледяной гигант-боец
CREATURE_NAME_31101,Гигант-боец ледяного ветра
CREATURE_NAME_31002,Ледяной гигант-охотник
CREATURE_NAME_31003,Ледяной гигант-маг
CREATURE_NAME_31013,Элитный ледяной гигант-маг
CREATURE_NAME_31103,Ледяной гигант-архимаг
CREATURE_NAME_31004,Ледяной гигант-воин
CREATURE_NAME_5501,Горная крепость
CREATURE_DESC_5501,Наследие древней империи магов
CREATURE_NAME_55011,Мини-гора
CREATURE_NAME_5502,Горная крепость
CREATURE_NAME_55099,Горная крепость
CREATURE_DESC_5502,Повелитель Затонувшего Города
CREATURE_DESC_55099,Повелитель Затонувшего Города
CREATURE_NAME_55021,Призрачная Дриада
CREATURE_NAME_5503,Занаду
CREATURE_DESC_5503,Богиня бездны
CREATURE_NAME_55031,Камень проклятий бездны
CREATURE_NAME_55032,Камень душ бездны
CREATURE_NAME_8501,Горная крепость
CREATURE_NAME_8502,Лунный кролик Лулу
CREATURE_NAME_3412,Ледяной кристалл
CREATURE_DESC_3412,"Кристалл, призванный драконом."
CREATURE_NAME_30007,Золотой привратник
CREATURE_DESC_30007,Сокровищница
NPC_ARENASHOP_WELCOME01,Это магазин арены. \nЗдесь можно обменять очки славы на товар!
NPC_ARENASHOP_WELCOME02,Добро пожаловать! \nЧто привело тебя сюда?
NPC_ARENASHOP_WELCOME03,Добро пожаловать в магазин арены! \nМы только что завезли новые товары!
NPC_ARENASHOP_BUY01,"Как всегда, большое спасибо! \nЧто-нибудь еще?"
NPC_ARENASHOP_BUY02,"Не нужно испытывать чувство вины. \nПо крайней мере, ничто здесь не снято с мертвых! Ха-ха-ха!"
NPC_ARENASHOP_TOUCH01,"Ну же, ты ведь воин, купи что-нибудь!"
NPC_ARENASHOP_TOUCH02,"Я дам тебе скидку, поэтому покупай, покупай, покупай!"
NPC_ARENASHOP_TOUCH03,"Эй, смотри на товары, а не на меня!"
NPC_ARENASHOP_TOUCH04,Иногда мне хочется отправиться в приключение! Ха-ха-ха!
NPC_NORMALSHOP_WELCOME01,Добро пожаловать. Это лавка Мэй! \nЗдесь много приятных вещей по низким ценам.
NPC_NORMALSHOP_WELCOME02,Это лавка Мэй! \nОсмотрись!
NPC_NORMALSHOP_WELCOME03,Добро пожаловать! \nСегодня у нас много отличных вещей!
NPC_NORMALSHOP_BUY01,Благодарю за покупку!
NPC_NORMALSHOP_BUY02,Спасибо! \nНужно что-нибудь еще?
NPC_NORMALSHOP_TOUCH01,"Эй, не проходите мимо! У нас много товаров!"
NPC_NORMALSHOP_TOUCH02,Хм? Откуда эти товары? Хи-хи… Секрет!
NPC_NORMALSHOP_TOUCH03,Иногда у нас появляются очень дорогие товары…
NPC_NORMALSHOP_TOUCH04,"К сожалению, это не продается."
NPC_NORMALSHOP_TOUCH05,А? У меня что-то с лицом?
NPC_NORMALSHOP_TOUCH06,"Жизнь прекрасна, не правда ли? Особенно если есть много золота!"
NPC_NORMALSHOP_RECRUIT01,"Хи-хи, спасибо!"
NPC_NORMALSHOP_RECRUIT02,"О-о, как красиво!"
NPC_NORMALSHOP_RECRUIT03,Ого! Идеально! Спасибо.
NPC_NORMALSHOP_RECRUIT04,"Ух ты, впервые вижу настолько красивую вещь! И мне как раз!"
NPC_ARENASHOP_RECRUIT01,"Самое важное- это подарок, а не его цена!"
NPC_ARENASHOP_RECRUIT02,Ой! Для меня? Спасибо...
NPC_ARENASHOP_RECRUIT03,"Эм, для меня? Отлично!"
NPC_ARENASHOP_RECRUIT04,"Чтооооо? Ты не шутишь, для меня?"
NPC_BOOKSHOP_WELCOME01,Ищете мудрость и знания? Тогда вы пришли по адресу.
NPC_BOOKSHOP_WELCOME02,Не пренебрегайте поиском знаний.
NPC_BOOKSHOP_WELCOME03,Перенимайте опыт наших предков умом и телом.
NPC_BOOKSHOP_BUY01,Ха-ха-ха! Отличный выбор.
NPC_BOOKSHOP_BUY02,Хо-хо-хо! Ваша страсть к знаниям велика.
NPC_BOOKSHOP_TOUCH01,Нет никакого смысла проявлять интерес ко мне.
NPC_BOOKSHOP_TOUCH02,Разве вы не искали знаний? Почитайте книгу.
NPC_BOOKSHOP_TOUCH03,А? Я не какая-то фея мудрости. Сколько раз повторять?
NPC_BOOKSHOP_TOUCH04,Не глупите. Я ошеломлен горем.
NPC_BOOKSHOP_TOUCH05,Я выгляжу как книга? Не паясничайте.
NPC_BOOKSHOP_TOUCH06,Я хочу собрать больше знаний. Что мне делать?
NPC_GOBLINSHOP_WELCOME01,Добро пожаловать в Фургон с антиквариатом Спэки! Хи-хи-хи. Что-то ищешь?
NPC_GOBLINSHOP_WELCOME02,Спэки продавать хорошие товары! Ты покупать!
NPC_GOBLINSHOP_WELCOME03,Сегодня Спэки иметь хорошие товары! Ты покупать!
NPC_GOBLINSHOP_BUY01,"Хи-хи-хи, спасибо за покупку!"
NPC_GOBLINSHOP_BUY02,"Хи-хи, ты покупать! Спэки счастлив!"
NPC_GOBLINSHOP_TOUCH01,Спэки не товар!
NPC_GOBLINSHOP_TOUCH02,Спэки не продаваться!
NPC_GOBLINSHOP_TOUCH03,Спэки свободный! Спэки не продаваться!
NPC_GOBLINSHOP_TOUCH04,"Зачем тыкать Спэки? Уходи, если не покупать!"
NPC_GOBLINSHOP_TOUCH05,"Спэки не нравится, когда тыкать! Спэки нравятся люди, которые давать деньги!"
NPC_GOBLINSHOP_TOUCH06,Не тыкать Спэки! Спэки уезжать куда-то еще! Спэки найти сокровище!
NPC_SOULGEMSHOP_WELCOME01,Приятно познакомиться. Я Талиша.
NPC_SOULGEMSHOP_WELCOME02,Добро пожаловать. Что-то ищешь?
NPC_SOULGEMSHOP_WELCOME03,"Добро пожаловать. Хочешь, я угадаю, чего ты ищешь? Хо-хо."
NPC_SOULGEMSHOP_WELCOME04,Добро пожаловать.
NPC_SOULGEMSHOP_WELCOME05,"Приятно видеть тебя тут, был ли твой день хорошим?"
NPC_SOULGEMSHOP_WELCOME06,Привет! Я работаю на этом фестивале!
NPC_SOULGEMSHOP_BUY01,"Спасибо за покупку, благородный воин."
NPC_SOULGEMSHOP_BUY02,Здесь тебе всегда рады. Хо-хо-хо.
NPC_SOULGEMSHOP_BUY03,И это все? Больше ничего не нужно?
NPC_SOULGEMSHOP_BUY04,Спасибо тебе!
NPC_SOULGEMSHOP_TOUCH01,"О боги, ты хочешь меня? Хо-хо-хо."
NPC_SOULGEMSHOP_TOUCH02,Интересуешься мной? Хо-хо.
NPC_SOULGEMSHOP_TOUCH03,"О боги, твой взгляд такой горячий. Хо-хо-хо."
NPC_SOULGEMSHOP_TOUCH04,"Похоже, ты хочешь меня, не так ли? Просто шутка. Хо-хо-хо."
NPC_SOULGEMSHOP_TOUCH05,"Что, я выгляжу подозрительно? О боги, вовсе нет. Хо-хо-хо."
NPC_SOULGEMSHOP_TOUCH06,"Что мне делать… О боги, дело не в тебе. Хо-хо-хо."
NPC_SOULGEMSHOP_TOUCH07,День не такой длинный! И у нас много дел!
NPC_SOULGEMSHOP_TOUCH08,Рад тебя видеть. Всё хорошо?
NPC_SOULGEMSHOP_TOUCH09,"Твои глаза также чисты, как красивы эти Кристаллы!"
NPC_SOULGEMSHOP_TOUCH10,Это место такое праздничное!
NPC_SOULGEMSHOP_TOUCH11,Я тебя подбодрю!
NPC_SOULGEMSHOP_TOUCH12,"Я знал, что ты навестишь меня."
NPC_GUILDSHOP_WELCOME01,"Приятно познакомиться. \nЯ Вероника, отвечаю за поставки для гильдии."
NPC_GUILDSHOP_WELCOME02,Добро пожаловать. \nОтлично сработано.
NPC_GUILDSHOP_WELCOME03,Прекрасно. \nНужно что-то конкретное?
NPC_GUILDSHOP_BUY01,Поставка завершена. \nЧто-нибудь еще?
NPC_GUILDSHOP_BUY02,Вот твои материалы. \nНадеюсь увидеть тебя снова.
NPC_GUILDSHOP_TOUCH01,"Хм, будет просто отлично, если ты четко изложишь свое дело."
NPC_GUILDSHOP_TOUCH02,Можешь перестать смотреть на меня?
NPC_GUILDSHOP_TOUCH03,У меня что-то на лице?
NPC_GUILDSHOP_TOUCH04,"Ой, чернила на лице? Как же так…"
NPC_GUILDSHOP_TOUCH05,Это действительно смущает. \nТы можешь прекратить смотреть на меня так.
NPC_GUILDSHOP_TOUCH06,"Ты всегда так стараешься, и иногда, глядя на тебя… Нет, неважно."
NPC_BLACKSHOP_WELCOME01,"У меня есть то, что может тебя заинтересовать. Хе-хе-хе."
NPC_BLACKSHOP_WELCOME02,"Хо-хо-хо, добро пожаловать."
NPC_BLACKSHOP_WELCOME03,Что-то ищешь? Хе-хе-хе.
NPC_BLACKSHOP_BUY01,"Хи-хи-хи, спасибо большое."
NPC_BLACKSHOP_BUY02,"У меня всегда будет наготове все, что хочешь и когда хочешь."
NPC_BLACKSHOP_TOUCH01,Даже не думай трогать меня.
NPC_BLACKSHOP_TOUCH02,Тронуть меня хоть пальцем - очень опасно.
NPC_BLACKSHOP_TOUCH03,"Скоро произойдет несчастный случай, если кто-то продолжит игнорировать мои предупреждения."
NPC_BLACKSHOP_TOUCH04,"Хи-хи-хи, ты заходишь слишком далеко."
NPC_BLACKSHOP_TOUCH05,"Догадываешься, что находится под мантией? И ты мне угрожаешь? Хе-хе-хе."
NPC_BLACKSHOP_TOUCH06,"Не стоит недооценивать меня. В конце концов, я веду здесь все дела. Хе-хе-хе."
NPC_ROYALSHOP_WELCOME01,Добро пожаловать в королевскую сокровищницу. \nЧто привело вас сюда?
NPC_ROYALSHOP_WELCOME02,Могу чем-нибудь помочь?
